method_id,method_label,coverage,mean_len,sd_len,setting_id,rep,seed,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,n,test_frac,alpha,B,tau,censor_rate_emp,admin_mass_emp,train_n,test_n
cp_cox_full,CP + Cox,0.8833333333333333,2.643282140822607,0.1769368690680803,s017,25,20430438,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.8501278164617596,0.3792857142857143,0.02,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8783333333333333,2.631458214757417,0.18724393091171607,s017,25,20430438,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.8501278164617596,0.3792857142857143,0.02,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,2.631592542901515,0.17041004197914408,s017,26,20430439,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.832106314654042,0.36857142857142855,0.020714285714285713,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.628137007357135,0.17290016988766949,s017,26,20430439,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.832106314654042,0.36857142857142855,0.020714285714285713,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,2.675755704692366,0.20965356963918713,s017,27,20430440,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.9007666112456216,0.36714285714285716,0.019285714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.6868181729534975,0.19976139809623253,s017,27,20430440,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.9007666112456216,0.36714285714285716,0.019285714285714285,1400,600
cp_cox_full,CP + Cox,0.8566666666666667,2.6206011225588,0.21038890694738957,s017,28,20430441,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.8497768533015644,0.3707142857142857,0.024285714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8433333333333334,2.6074795191775344,0.22242519055629006,s017,28,20430441,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.8497768533015644,0.3707142857142857,0.024285714285714285,1400,600
cp_cox_full,CP + Cox,0.91,2.7578894299860464,0.1731259474226002,s017,29,20430442,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.9559636759100787,0.3535714285714286,0.02142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.915,2.766622761196997,0.16513483587963296,s017,29,20430442,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.9559636759100787,0.3535714285714286,0.02142857142857143,1400,600
cp_cox_full,CP + Cox,0.9166666666666666,2.59834279973076,0.15857157804847494,s017,30,20430443,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.7914053684243854,0.3464285714285714,0.025714285714285714,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.92,2.6047377475816136,0.15297608342017505,s017,30,20430443,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.7914053684243854,0.3464285714285714,0.025714285714285714,1400,600
cp_cox_full,CP + Cox,0.905,5.09163465395765,0.20532485399408773,s018,1,20440414,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.330092196784047,0.3585714285714286,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,5.0942109758187195,0.203319578712568,s018,1,20440414,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.330092196784047,0.3585714285714286,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.8983333333333333,4.880178695358504,0.18264325713043858,s018,2,20440415,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.102668797168922,0.3364285714285714,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8983333333333333,4.881784485695294,0.1814512003679826,s018,2,20440415,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.102668797168922,0.3364285714285714,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.89,5.19359081080812,0.22856463568980226,s018,3,20440416,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.408450660623978,0.35285714285714287,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8783333333333333,5.168104868931906,0.25290445166220976,s018,3,20440416,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.408450660623978,0.35285714285714287,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.905,5.2219771690874595,0.1862724580487641,s018,4,20440417,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.432726767425899,0.35642857142857143,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9133333333333333,5.234134098901582,0.1760658744717612,s018,4,20440417,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.432726767425899,0.35642857142857143,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,4.988344749239434,0.18994476163065172,s018,5,20440418,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.1823066507349385,0.3492857142857143,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9033333333333333,4.984101806795738,0.19407880950461537,s018,5,20440418,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.1823066507349385,0.3492857142857143,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.8883333333333333,5.09278160893397,0.16943820774169596,s018,6,20440419,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.2922707123205575,0.3678571428571429,0,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.875,5.078235169748391,0.181987337083345,s018,6,20440419,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.2922707123205575,0.3678571428571429,0,1400,600
cp_cox_full,CP + Cox,0.91,5.627762894404784,0.16544519216757822,s018,7,20440420,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.818612822641795,0.34285714285714286,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9083333333333333,5.6250195209227645,0.1680544100285613,s018,7,20440420,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.818612822641795,0.34285714285714286,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,4.749367467763777,0.16608634856155846,s018,8,20440421,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.9472926020083525,0.36214285714285716,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,4.775028725191463,0.1440288850380644,s018,8,20440421,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.9472926020083525,0.36214285714285716,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.9133333333333333,4.6963083321421175,0.18552153388869905,s018,9,20440422,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.9049816868520235,0.32071428571428573,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9183333333333333,4.717038429236472,0.16721636084941857,s018,9,20440422,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.9049816868520235,0.32071428571428573,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.915,5.396916352310968,0.1791062903394011,s018,10,20440423,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.587784103176057,0.3242857142857143,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8916666666666667,5.3732794280906235,0.20132729514687578,s018,10,20440423,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.587784103176057,0.3242857142857143,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.9183333333333333,5.634400254663931,0.22890352124469185,s018,11,20440424,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.86725567778698,0.3364285714285714,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,5.600954379527261,0.26220173820809706,s018,11,20440424,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.86725567778698,0.3364285714285714,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.8866666666666667,5.1649667396307155,0.1491854579831654,s018,12,20440425,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.363587206446443,0.3392857142857143,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,5.189450901778497,0.12963658724406607,s018,12,20440425,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.363587206446443,0.3392857142857143,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.915,5.09110395907614,0.16342775259854853,s018,13,20440426,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.2802189378017195,0.35428571428571426,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9033333333333333,5.0641573080337565,0.18650815464434678,s018,13,20440426,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.2802189378017195,0.35428571428571426,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.915,5.104809680403643,0.1520880423001508,s018,14,20440427,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.276537575880386,0.3607142857142857,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9166666666666666,5.115140761947786,0.14177827617624483,s018,14,20440427,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.276537575880386,0.3607142857142857,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.885,4.984180260670049,0.18422662834104592,s018,15,20440428,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.220040707294054,0.36357142857142855,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9083333333333333,5.02108389725276,0.15746393093030317,s018,15,20440428,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.220040707294054,0.36357142857142855,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.8766666666666667,5.607290850554837,0.18908046988304206,s018,16,20440429,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.824096754374139,0.36,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8933333333333333,5.636603945156787,0.1657252582465596,s018,16,20440429,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.824096754374139,0.36,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.8733333333333333,5.8321447126617265,0.21211538383750939,s018,17,20440430,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,6.067705256017152,0.37214285714285716,7.142857142857143e-4,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8733333333333333,5.832099362035764,0.21214401194746457,s018,17,20440430,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,6.067705256017152,0.37214285714285716,7.142857142857143e-4,1400,600
cp_cox_full,CP + Cox,0.8733333333333333,5.544004803013089,0.18396103123784271,s018,18,20440431,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.752054647183737,0.37642857142857145,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8666666666666667,5.52106777844479,0.20408476219874172,s018,18,20440431,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.752054647183737,0.37642857142857145,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.895,5.1124003307602095,0.17472523824082264,s018,19,20440432,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.30650702716122,0.3557142857142857,0.0035714285714285713,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,5.113915758940499,0.1731983788614475,s018,19,20440432,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.30650702716122,0.3557142857142857,0.0035714285714285713,1400,600
cp_cox_full,CP + Cox,0.8616666666666667,5.1509839161818904,0.20829683485293962,s018,20,20440433,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.382772503786936,0.37,0.002142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8633333333333333,5.152709258543293,0.20664681967998344,s018,20,20440433,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.382772503786936,0.37,0.002142857142857143,1400,600
cp_cox_full,CP + Cox,0.9233333333333333,5.254640641796353,0.20820314180683397,s018,21,20440434,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.4583309341968285,0.3492857142857143,0.002142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,5.248530496409078,0.21307084031172058,s018,21,20440434,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.4583309341968285,0.3492857142857143,0.002142857142857143,1400,600
cp_cox_full,CP + Cox,0.8883333333333333,5.642185935020434,0.21054344961110896,s018,22,20440435,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.8740441251723485,0.3707142857142857,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8933333333333333,5.647148374813658,0.20609433975092262,s018,22,20440435,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.8740441251723485,0.3707142857142857,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.8783333333333333,5.445008770310705,0.20547184858203538,s018,23,20440436,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.666063643557323,0.335,0.004285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.87,5.4322970383291205,0.21759974981740077,s018,23,20440436,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.666063643557323,0.335,0.004285714285714286,1400,600
cp_cox_full,CP + Cox,0.8866666666666667,4.94863698346967,0.19452313304110963,s018,24,20440437,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.182684642296065,0.36,0.0014285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9166666666666666,5.005299639548835,0.14769936799180822,s018,24,20440437,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.182684642296065,0.36,0.0014285714285714286,1400,600
cp_cox_full,CP + Cox,0.925,4.598925691016399,0.15250629388728318,s018,25,20440438,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.781795321488414,0.345,0,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.93,4.614427131675763,0.13980364298964307,s018,25,20440438,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.781795321488414,0.345,0,1400,600
cp_cox_full,CP + Cox,0.9116666666666666,5.214367743242852,0.15735018012709642,s018,26,20440439,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.4079623040584615,0.3492857142857143,0.002142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.925,5.235841721801942,0.14036232999708798,s018,26,20440439,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.4079623040584615,0.3492857142857143,0.002142857142857143,1400,600
cp_cox_full,CP + Cox,0.9,5.395580541118343,0.1756638502477477,s018,27,20440440,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.607426420331909,0.3492857142857143,0.0035714285714285713,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,5.406487590371312,0.1671950069514678,s018,27,20440440,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.607426420331909,0.3492857142857143,0.0035714285714285713,1400,600
cp_cox_full,CP + Cox,0.8833333333333333,5.06844117275797,0.25249569584554576,s018,28,20440441,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.3030926247620735,0.3678571428571429,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,5.078609388134072,0.24452633397545814,s018,28,20440441,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.3030926247620735,0.3678571428571429,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,5.003022693784036,0.30515664097185796,s018,29,20440442,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.241786480173009,0.34714285714285714,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,5.019063290491054,0.27896076291012184,s018,29,20440442,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,5.241786480173009,0.34714285714285714,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,4.6492388971983996,0.16196654360626697,s018,30,20440443,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.847487562893949,0.35214285714285715,0.002857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8983333333333333,4.657117915442284,0.1558576028181266,s018,30,20440443,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,4.847487562893949,0.35214285714285715,0.002857142857142857,1400,600
cp_cox_full,CP + Cox,0.8866666666666667,0.9594941557742579,0.09344214926597406,s019,1,20450414,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.243092747847442,0.30642857142857144,0.21428571428571427,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.89,0.9630824313379852,0.09210787693436866,s019,1,20450414,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.243092747847442,0.30642857142857144,0.21428571428571427,1400,600
cp_cox_full,CP + Cox,0.9033333333333333,0.9289586970369503,0.09986578728997868,s019,2,20450415,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.212427241640058,0.30714285714285716,0.20857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,0.9323814374918431,0.09889363081163707,s019,2,20450415,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.212427241640058,0.30714285714285716,0.20857142857142857,1400,600
cp_cox_full,CP + Cox,0.905,0.9403736218371386,0.09913347993029316,s019,3,20450416,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2396101365142917,0.31,0.2057142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.925,0.9673842152627672,0.09138159327564443,s019,3,20450416,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2396101365142917,0.31,0.2057142857142857,1400,600
cp_cox_full,CP + Cox,0.895,0.9507913159510502,0.0888704086837603,s019,4,20450417,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2615648095593368,0.33,0.21571428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9233333333333333,1.0035370194220854,0.07107080038385424,s019,4,20450417,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2615648095593368,0.33,0.21571428571428572,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,0.8620456922248672,0.09147124382034076,s019,5,20450418,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.1782545006810243,0.3107142857142857,0.22142857142857142,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.925,0.8909982102085197,0.08120892463155521,s019,5,20450418,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.1782545006810243,0.3107142857142857,0.22142857142857142,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,0.9365499626159136,0.10161898666106435,s019,6,20450419,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2609273517778736,0.30857142857142855,0.21428571428571427,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,0.9544351618253593,0.09572355703201929,s019,6,20450419,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2609273517778736,0.30857142857142855,0.21428571428571427,1400,600
cp_cox_full,CP + Cox,0.9033333333333333,0.9805328320639605,0.07270224287001541,s019,7,20450420,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2593101594023293,0.31142857142857144,0.19857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.89,0.9646240745216391,0.07547742841397509,s019,7,20450420,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2593101594023293,0.31142857142857144,0.19857142857142857,1400,600
cp_cox_full,CP + Cox,0.8816666666666667,0.9407015444333484,0.09631953079022572,s019,8,20450421,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2289507194665676,0.3078571428571429,0.20214285714285715,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8833333333333333,0.9459678686340177,0.09466043035760202,s019,8,20450421,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2289507194665676,0.3078571428571429,0.20214285714285715,1400,600
cp_cox_full,CP + Cox,0.8983333333333333,0.8891910923689293,0.09799586755223849,s019,9,20450422,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.1960146347529763,0.30428571428571427,0.2092857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9033333333333333,0.8973182965506445,0.09566100569770832,s019,9,20450422,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.1960146347529763,0.30428571428571427,0.2092857142857143,1400,600
cp_cox_full,CP + Cox,0.8983333333333333,0.9255042199139897,0.07896344545213932,s019,10,20450423,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2104345462579893,0.31214285714285717,0.20214285714285715,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8883333333333333,0.909817436674293,0.08342959783495815,s019,10,20450423,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2104345462579893,0.31214285714285717,0.20214285714285715,1400,600
cp_cox_full,CP + Cox,0.905,0.9193496832570961,0.09441296771271566,s019,11,20450424,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.211732465530375,0.3171428571428571,0.22428571428571428,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,0.9172102356469289,0.09499711608507966,s019,11,20450424,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.211732465530375,0.3171428571428571,0.22428571428571428,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,0.9384960813965838,0.08798514646170875,s019,12,20450425,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2313342317685754,0.315,0.21285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,0.9789378083619146,0.07502411028109848,s019,12,20450425,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2313342317685754,0.315,0.21285714285714286,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,0.940111482150684,0.10527278229033162,s019,13,20450426,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.243787360826035,0.32571428571428573,0.22357142857142856,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,0.9291459993552194,0.10882375964016626,s019,13,20450426,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.243787360826035,0.32571428571428573,0.22357142857142856,1400,600
cp_cox_full,CP + Cox,0.88,0.9313463970144814,0.07948611465933622,s019,14,20450427,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2345128209690446,0.31142857142857144,0.2092857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.88,0.9417515746345874,0.07639223648319872,s019,14,20450427,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2345128209690446,0.31142857142857144,0.2092857142857143,1400,600
cp_cox_full,CP + Cox,0.8366666666666667,0.9062766225921537,0.10283797377716228,s019,15,20450428,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.250128496123508,0.32357142857142857,0.20857142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8483333333333334,0.9218912646657302,0.09840929422649568,s019,15,20450428,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.250128496123508,0.32357142857142857,0.20857142857142857,1400,600
cp_cox_full,CP + Cox,0.9,0.9294705795167879,0.09591436521565674,s019,16,20450429,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,2000,0.3,0.1,1500,1.2232887624172348,0.3242857142857143,0.23142857142857143,1400,600
