method_id,method_label,coverage,mean_len,sd_len,setting_id,rep,seed,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,n,test_frac,alpha,B,tau,censor_rate_emp,admin_mass_emp,train_n,test_n
cp_cox_full,CP + Cox,0.8816666666666667,1.1859956734130157,0.06949463508062932,s001,1,20270414,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3769694190499604,0.3142857142857143,0.205,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,1.1910315668887945,0.0678073387907034,s001,1,20270414,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3769694190499604,0.3142857142857143,0.205,1400,600
cp_cox_full,CP + Cox,0.9066666666666666,1.2299452825551993,0.08356528368117813,s001,2,20270415,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4036859989066355,0.325,0.21785714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,1.2177563201943216,0.08914174599543376,s001,2,20270415,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4036859989066355,0.325,0.21785714285714286,1400,600
cp_cox_full,CP + Cox,0.8766666666666667,1.2278723798934734,0.10388600936874773,s001,3,20270416,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.428634334860026,0.30142857142857143,0.1992857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8416666666666667,1.1718755819441473,0.1290450534994071,s001,3,20270416,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.428634334860026,0.30142857142857143,0.1992857142857143,1400,600
cp_cox_full,CP + Cox,0.8883333333333333,1.1154188261297955,0.06972969826575112,s001,4,20270417,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.2655068920973738,0.3007142857142857,0.20357142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8716666666666667,1.0878849926998357,0.08391696497183146,s001,4,20270417,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.2655068920973738,0.3007142857142857,0.20357142857142857,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,1.1731124080283026,0.07651951613767019,s001,5,20270418,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3544651986443166,0.3057142857142857,0.19785714285714287,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,1.179819407183815,0.07367202585043517,s001,5,20270418,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3544651986443166,0.3057142857142857,0.19785714285714287,1400,600
cp_cox_full,CP + Cox,0.9266666666666666,1.1758669482345767,0.07001790830296425,s001,6,20270419,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3352742976777174,0.295,0.19714285714285715,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9433333333333334,1.1994965200356493,0.05976048981238771,s001,6,20270419,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3352742976777174,0.295,0.19714285714285715,1400,600
cp_cox_full,CP + Cox,0.9033333333333333,1.2078945704705488,0.07844130773773907,s001,7,20270420,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.381267582924669,0.3,0.21,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,1.2289191921443974,0.0690227818120132,s001,7,20270420,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.381267582924669,0.3,0.21,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,1.1667731471232978,0.06880527905428269,s001,8,20270421,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3275648196766625,0.3142857142857143,0.21,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.88,1.1386285653538244,0.08127250071931079,s001,8,20270421,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3275648196766625,0.3142857142857143,0.21,1400,600
cp_cox_full,CP + Cox,0.9116666666666666,1.2302917264366589,0.07659529193148182,s001,9,20270422,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3923415907603824,0.31214285714285717,0.2057142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,1.2369699444856992,0.07327288772799369,s001,9,20270422,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3923415907603824,0.31214285714285717,0.2057142857142857,1400,600
cp_cox_full,CP + Cox,0.89,1.1948660594614775,0.09300673128489573,s001,10,20270423,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.385279883519149,0.3157142857142857,0.20285714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,1.2071833363608107,0.08661160109079023,s001,10,20270423,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.385279883519149,0.3157142857142857,0.20285714285714285,1400,600
cp_cox_full,CP + Cox,0.92,1.190206906532254,0.08448201418651384,s001,11,20270424,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3362040123245633,0.31214285714285717,0.21285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9183333333333333,1.1802479850163978,0.09061513640545119,s001,11,20270424,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3362040123245633,0.31214285714285717,0.21285714285714286,1400,600
cp_cox_full,CP + Cox,0.9016666666666666,1.2449852686389995,0.06920411399106403,s001,12,20270425,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4071635117947117,0.30142857142857143,0.19285714285714287,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8983333333333333,1.2425379404891086,0.07045020057850458,s001,12,20270425,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4071635117947117,0.30142857142857143,0.19285714285714287,1400,600
cp_cox_full,CP + Cox,0.89,1.2384548906632136,0.08135501672583786,s001,13,20270426,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4204272187465603,0.2957142857142857,0.215,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8933333333333333,1.2467736812857877,0.07784941156486545,s001,13,20270426,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4204272187465603,0.2957142857142857,0.215,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,1.2211598235783525,0.07902511211369619,s001,14,20270427,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3862859221778192,0.3007142857142857,0.1992857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,1.224522003949155,0.07722377009623008,s001,14,20270427,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3862859221778192,0.3007142857142857,0.1992857142857143,1400,600
cp_cox_full,CP + Cox,0.8833333333333333,1.2505537763933907,0.08979122858826356,s001,15,20270428,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4464613505068744,0.30214285714285716,0.19785714285714287,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.875,1.2266927181889342,0.10038030020411624,s001,15,20270428,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4464613505068744,0.30214285714285716,0.19785714285714287,1400,600
cp_cox_full,CP + Cox,0.925,1.2118144536055748,0.07486156383417153,s001,16,20270429,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3759042209313406,0.305,0.205,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.915,1.194073117352765,0.08217480963311086,s001,16,20270429,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3759042209313406,0.305,0.205,1400,600
cp_cox_full,CP + Cox,0.89,1.2167859821727736,0.117701284366649,s001,17,20270430,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.415496529160205,0.31357142857142856,0.20357142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.89,1.218047876969705,0.11685703051891456,s001,17,20270430,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.415496529160205,0.31357142857142856,0.20357142857142857,1400,600
cp_cox_full,CP + Cox,0.895,1.1316832133429233,0.0816509810680577,s001,18,20270431,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3229947442799301,0.29642857142857143,0.19785714285714287,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,1.1526455872437225,0.07239453268315767,s001,18,20270431,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3229947442799301,0.29642857142857143,0.19785714285714287,1400,600
cp_cox_full,CP + Cox,0.8916666666666667,1.1889155631424773,0.08966818156330879,s001,19,20270432,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3679407095983445,0.2914285714285714,0.20357142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.88,1.1694146384884565,0.10012050649752076,s001,19,20270432,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3679407095983445,0.2914285714285714,0.20357142857142857,1400,600
cp_cox_full,CP + Cox,0.8833333333333333,1.1773956301684425,0.0969974801253524,s001,20,20270433,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3622776693943939,0.31,0.21428571428571427,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8783333333333333,1.1709360509594886,0.10061073689235531,s001,20,20270433,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3622776693943939,0.31,0.21428571428571427,1400,600
cp_cox_full,CP + Cox,0.91,1.209549643943389,0.10691655841999376,s001,21,20270434,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3789293226119166,0.31357142857142856,0.20785714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,1.1956768692961959,0.11530854857741743,s001,21,20270434,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3789293226119166,0.31357142857142856,0.20785714285714285,1400,600
cp_cox_full,CP + Cox,0.905,1.2890058663811037,0.08196903793109502,s001,22,20270435,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4660976503081657,0.31857142857142856,0.21714285714285714,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,1.2952297936424988,0.07892498102885284,s001,22,20270435,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4660976503081657,0.31857142857142856,0.21714285714285714,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,1.1605517241812475,0.08330991872097122,s001,23,20270436,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3331959115656096,0.31,0.20142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9333333333333333,1.1972944336900182,0.06851888224102966,s001,23,20270436,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3331959115656096,0.31,0.20142857142857143,1400,600
cp_cox_full,CP + Cox,0.9016666666666666,1.1607868621523798,0.08349131928708366,s001,24,20270437,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.332855635672436,0.3078571428571429,0.205,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8983333333333333,1.1568860565133885,0.085012980187671,s001,24,20270437,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.332855635672436,0.3078571428571429,0.205,1400,600
cp_cox_full,CP + Cox,0.895,1.1965353467570061,0.07114433251325089,s001,25,20270438,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.355937681127588,0.31,0.21071428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8916666666666667,1.1911276420975427,0.07313430615919266,s001,25,20270438,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.355937681127588,0.31,0.21071428571428572,1400,600
cp_cox_full,CP + Cox,0.91,1.2456110522464952,0.07633857495793014,s001,26,20270439,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4039691079298757,0.29928571428571427,0.21642857142857144,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8766666666666667,1.2022901023549908,0.09679763144445433,s001,26,20270439,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4039691079298757,0.29928571428571427,0.21642857142857144,1400,600
cp_cox_full,CP + Cox,0.9166666666666666,1.190143130264892,0.0927568023157576,s001,27,20270440,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3443697596808475,0.3057142857142857,0.20285714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.925,1.2049121311415172,0.08388548162129168,s001,27,20270440,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3443697596808475,0.3057142857142857,0.20285714285714285,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,1.1696881307357576,0.08084355216666247,s001,28,20270441,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3357510236137868,0.295,0.19,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8883333333333333,1.1580105686785302,0.08509090736612174,s001,28,20270441,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3357510236137868,0.295,0.19,1400,600
cp_cox_full,CP + Cox,0.8983333333333333,1.2364815243748066,0.09484116389218197,s001,29,20270442,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4246474206246906,0.295,0.1992857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,1.2425855568034436,0.09172041746671251,s001,29,20270442,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.4246474206246906,0.295,0.1992857142857143,1400,600
cp_cox_full,CP + Cox,0.8933333333333333,1.208173966699597,0.09050985388677561,s001,30,20270443,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3986865731382656,0.3057142857142857,0.2057142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8966666666666666,1.2132468190746009,0.08794054347494276,s001,30,20270443,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,2000,0.3,0.1,1500,1.3986865731382656,0.3057142857142857,0.2057142857142857,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,2.0909132552592977,0.06888217217535549,s002,1,20280414,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.25023195954649,0.15642857142857142,0.06714285714285714,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,2.088021495905793,0.06999133008192698,s002,1,20280414,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.25023195954649,0.15642857142857142,0.06714285714285714,1400,600
cp_cox_full,CP + Cox,0.91,2.025394957130486,0.07656240696039839,s002,2,20280415,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.1908975595303297,0.175,0.08071428571428571,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,2.0131916534130667,0.08231596088263156,s002,2,20280415,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.1908975595303297,0.175,0.08071428571428571,1400,600
cp_cox_full,CP + Cox,0.8983333333333333,2.024823266987115,0.0687728025337339,s002,3,20280416,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.188454016678065,0.16785714285714284,0.075,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.0406640500071895,0.061385179995859906,s002,3,20280416,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.188454016678065,0.16785714285714284,0.075,1400,600
cp_cox_full,CP + Cox,0.87,2.1618613721100512,0.07047384455549507,s002,4,20280417,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3289878567994666,0.16214285714285714,0.07571428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8616666666666667,2.1447032612724053,0.07965397476072467,s002,4,20280417,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3289878567994666,0.16214285714285714,0.07571428571428572,1400,600
cp_cox_full,CP + Cox,0.9083333333333333,2.132063041435772,0.07797620448327822,s002,5,20280418,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.311360912464777,0.17357142857142857,0.08285714285714285,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.915,2.138976530231246,0.07507274699245457,s002,5,20280418,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.311360912464777,0.17357142857142857,0.08285714285714285,1400,600
cp_cox_full,CP + Cox,0.9183333333333333,2.0976482202414792,0.09252209144235542,s002,6,20280419,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.2689775993419,0.16357142857142856,0.08571428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9133333333333333,2.0856609911759043,0.09898852877834638,s002,6,20280419,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.2689775993419,0.16357142857142856,0.08571428571428572,1400,600
cp_cox_full,CP + Cox,0.8916666666666667,2.15081063730672,0.07387581163054525,s002,7,20280420,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3219333303801473,0.18714285714285714,0.075,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8733333333333333,2.1312162353302373,0.08349133590331735,s002,7,20280420,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3219333303801473,0.18714285714285714,0.075,1400,600
cp_cox_full,CP + Cox,0.9,2.2277653126818096,0.06712407162572301,s002,8,20280421,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3888756751175233,0.17,0.07214285714285715,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.234800482110682,0.0643453834104335,s002,8,20280421,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3888756751175233,0.17,0.07214285714285715,1400,600
cp_cox_full,CP + Cox,0.85,2.099294958932633,0.15148501525233013,s002,9,20280422,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3303950732541896,0.175,0.08214285714285714,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.86,2.1072289924005125,0.14838584777857494,s002,9,20280422,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3303950732541896,0.175,0.08214285714285714,1400,600
cp_cox_full,CP + Cox,0.9066666666666666,2.1871904593834897,0.08158232993582101,s002,10,20280423,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.355633622812239,0.17,0.07571428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,2.2181253331349366,0.06675537022530481,s002,10,20280423,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.355633622812239,0.17,0.07571428571428572,1400,600
cp_cox_full,CP + Cox,0.88,2.1019204994612344,0.08403478108460125,s002,11,20280424,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.287628118592641,0.17357142857142857,0.07285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8933333333333333,2.113331450698939,0.07872789783679021,s002,11,20280424,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.287628118592641,0.17357142857142857,0.07285714285714286,1400,600
cp_cox_full,CP + Cox,0.9116666666666666,2.16908141468877,0.07376097940995938,s002,12,20280425,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3359439551943684,0.17142857142857143,0.07357142857142857,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,2.170517373565944,0.072982669948615,s002,12,20280425,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3359439551943684,0.17142857142857143,0.07357142857142857,1400,600
cp_cox_full,CP + Cox,0.8916666666666667,2.0230977195766973,0.07938722173505836,s002,13,20280426,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.196719479745097,0.185,0.08142857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8916666666666667,2.0246889887837054,0.07871334029029804,s002,13,20280426,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.196719479745097,0.185,0.08142857142857143,1400,600
cp_cox_full,CP + Cox,0.8916666666666667,2.0815671238813174,0.064760140829713,s002,14,20280427,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.262378935734714,0.16428571428571428,0.07642857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,2.097603256869254,0.058871853677280594,s002,14,20280427,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.262378935734714,0.16428571428571428,0.07642857142857143,1400,600
cp_cox_full,CP + Cox,0.9333333333333333,2.099113893409452,0.06901508633193656,s002,15,20280428,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.23819752940569,0.16142857142857142,0.07285714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9333333333333333,2.105453557318054,0.0658751415844751,s002,15,20280428,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.23819752940569,0.16142857142857142,0.07285714285714286,1400,600
cp_cox_full,CP + Cox,0.9216666666666666,2.12737118352749,0.06413503528802561,s002,16,20280429,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.2621788259745292,0.1792857142857143,0.07071428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,2.103709462887299,0.07692423341864363,s002,16,20280429,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.2621788259745292,0.1792857142857143,0.07071428571428572,1400,600
cp_cox_full,CP + Cox,0.8866666666666667,1.9624783427334787,0.0719558665189496,s002,17,20280430,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.1215310063606343,0.18285714285714286,0.08428571428571428,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8416666666666667,1.914069114738341,0.09397308081228738,s002,17,20280430,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.1215310063606343,0.18285714285714286,0.08428571428571428,1400,600
cp_cox_full,CP + Cox,0.8966666666666666,2.1908803999839765,0.08851889643420101,s002,18,20280431,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.369989300637386,0.17857142857142858,0.08,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,2.1753253336763727,0.09658169811278482,s002,18,20280431,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.369989300637386,0.17857142857142858,0.08,1400,600
cp_cox_full,CP + Cox,0.9016666666666666,2.129380237544755,0.06926504232421239,s002,19,20280432,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.31709688638669,0.17214285714285715,0.07571428571428572,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.915,2.1419583782764207,0.06429760458878683,s002,19,20280432,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.31709688638669,0.17214285714285715,0.07571428571428572,1400,600
cp_cox_full,CP + Cox,0.9066666666666666,2.143450045281559,0.09183372734639042,s002,20,20280433,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3078339479762033,0.1692857142857143,0.07928571428571428,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.141116021698016,0.09310748429593273,s002,20,20280433,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3078339479762033,0.1692857142857143,0.07928571428571428,1400,600
cp_cox_full,CP + Cox,0.9183333333333333,2.2454015447548397,0.08196638625799446,s002,21,20280434,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.415877044629959,0.17357142857142857,0.06928571428571428,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9183333333333333,2.245061354146603,0.08206744167216587,s002,21,20280434,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.415877044629959,0.17357142857142857,0.06928571428571428,1400,600
cp_cox_full,CP + Cox,0.905,2.179199291266409,0.06581647212922145,s002,22,20280435,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3346213941603664,0.17642857142857143,0.07785714285714286,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.905,2.1767040936629587,0.06697755390063989,s002,22,20280435,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3346213941603664,0.17642857142857143,0.07785714285714286,1400,600
cp_cox_full,CP + Cox,0.9216666666666666,2.1474036439712965,0.07685944971547436,s002,23,20280436,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3100860670307397,0.1742857142857143,0.07642857142857143,1400,600
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,2.1478112709085346,0.07662678430893816,s002,23,20280436,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3100860670307397,0.1742857142857143,0.07642857142857143,1400,600
cp_cox_full,CP + Cox,0.9166666666666666,2.177116319112358,0.06657313573303664,s002,24,20280437,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.326423578793534,0.18785714285714286,0.08571428571428572,1400,600
