setting_id,rep,seed,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,n,test_frac,alpha,B,tau,censor_rate_emp,admin_mass_emp,coverage,mean_len,sd_len
s002,4,20280217,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.185817272933688,0.17,0.07071428571428572,0.9033333333333333,2.0201012707960158,0.06902959511480238
s002,5,20280218,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.4364341318416276,0.17785714285714285,0.075,0.885,2.2604026391662115,0.06842150029502518
s002,6,20280219,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.1955431953548907,0.185,0.08071428571428571,0.8833333333333333,2.0022053856108815,0.09087584959949595
s002,7,20280220,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.413552618215327,0.18857142857142858,0.075,0.8816666666666667,2.2186494414908986,0.07770159853174095
s002,8,20280221,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3660743606188315,0.1792857142857143,0.07642857142857143,0.9183333333333333,2.1972352381984406,0.07524613211662118
s002,9,20280222,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.353295889632797,0.17285714285714285,0.07642857142857143,0.9266666666666666,2.1971758490455287,0.07682423283322266
s002,10,20280223,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.296899090729554,0.1757142857142857,0.075,0.9066666666666666,2.1448154689549463,0.08000442776022682
s002,11,20280224,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.291240116319119,0.17142857142857143,0.07857142857142857,0.9216666666666666,2.138826596914657,0.06618287991780733
s002,12,20280225,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.2871556954309864,0.17,0.07428571428571429,0.8766666666666667,2.078273854052447,0.0951517998780292
s002,13,20280226,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.3645618571615517,0.15857142857142856,0.07357142857142857,0.92,2.1990425216625966,0.06150091164225325
s002,14,20280227,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.332466208980398,0.19071428571428573,0.08285714285714285,0.8983333333333333,2.1618296822392025,0.07787031296384593
s002,15,20280228,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,2000,0.3,0.1,1500,2.343069156257691,0.1757142857142857,0.07571428571428572,0.915,2.1701511987465527,0.08305030423832328
