tau_quantile,rep,seed,method_id,method_label,estimator_family,working_model,spec_status,is_conformal,n,test_frac,p,beta_scale,gamma,kappa,cens_target,alpha,B,tau,censor_rate_emp,admin_mass_emp,coverage,mean_len,sd_len
0.8,9,28260330,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6345426307957436,0.3078571428571429,0.12,0.9083333333333333,1.4594699252873253,0.09149155264347589
0.8,9,28260330,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6345426307957436,0.3078571428571429,0.12,0.8916666666666667,1.4392436489956004,0.0981103079445476
0.8,9,28260330,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6345426307957436,0.3078571428571429,0.12,0.8966666666666666,1.4469348856571698,0.09404413248463968
0.8,9,28260330,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6345426307957436,0.3078571428571429,0.12,0.9116666666666666,1.4630469444987526,0.08962223189162795
0.8,9,28260330,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6345426307957436,0.3078571428571429,0.12,0.8966666666666666,1.4479887441869144,0.09371712588944506
0.8,10,28260331,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.9183333333333333,1.392136362997519,0.09716177747727843
0.8,10,28260331,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.9283333333333333,1.4075743958829112,0.0915901613851823
0.8,10,28260331,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.925,1.409353074312877,0.07880261935076696
0.8,10,28260331,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.9216666666666666,1.3977084014262713,0.09403258633575937
0.8,10,28260331,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.9283333333333333,1.4030826311117142,0.09400627616630496
0.8,10,28260331,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5778483677622832,0.32785714285714285,0.12714285714285714,0.915,1.3933671183206071,0.08627900150499732
0.8,11,28260332,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.8883333333333333,1.441277761320067,0.07370922097980166
0.8,11,28260332,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.8833333333333333,1.4364909458026942,0.08795477739005397
0.8,11,28260332,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.8933333333333333,1.4573966023367024,0.06496077071540958
0.8,11,28260332,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.8883333333333333,1.4422727341293984,0.07331201375938291
0.8,11,28260332,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.895,1.4569147735357275,0.07718530709474283
0.8,11,28260332,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6032933207063005,0.32857142857142857,0.13071428571428573,0.885,1.4464710254191915,0.06982540307317121
0.8,12,28260333,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.895,1.3776501218851367,0.06646645857958482
0.8,12,28260333,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.8916666666666667,1.3688583774142202,0.08591414878819481
0.8,12,28260333,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.89,1.3686560564204673,0.07393611464257516
0.8,12,28260333,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.9,1.382356408620695,0.06449565739807146
0.8,12,28260333,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.905,1.3837292285366936,0.07866762023177684
0.8,12,28260333,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5451657645991812,0.345,0.11928571428571429,0.8983333333333333,1.3809191140625945,0.06879938394910633
0.8,13,28260334,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.9133333333333333,1.4214849154985405,0.07151726641304842
0.8,13,28260334,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.915,1.4176325236143923,0.0795659224474736
0.8,13,28260334,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.9083333333333333,1.4136793631898419,0.07211852701501495
0.8,13,28260334,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.905,1.4089503610340819,0.07662956586309258
0.8,13,28260334,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.9083333333333333,1.4118120919470651,0.08242181088264906
0.8,13,28260334,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5797915242775002,0.3142857142857143,0.11857142857142858,0.9033333333333333,1.4080094181226934,0.07458016548760714
0.8,14,28260335,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.9216666666666666,1.425655062193082,0.06845797417262656
0.8,14,28260335,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.915,1.420250446694629,0.07455533420790915
0.8,14,28260335,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.925,1.4357126837581546,0.06238506547799579
0.8,14,28260335,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.9183333333333333,1.421048961014311,0.07013133579820711
0.8,14,28260335,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.9316666666666666,1.4365625607021908,0.06686398239556399
0.8,14,28260335,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5783702598488367,0.31642857142857145,0.13142857142857142,0.92,1.4281830449760176,0.06567782441391568
0.8,15,28260336,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.9016666666666666,1.4609721817795644,0.06654125394256435
0.8,15,28260336,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.885,1.4353600353185763,0.09616755951069994
0.8,15,28260336,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.8966666666666666,1.4536900184580026,0.07046061868200251
0.8,15,28260336,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.9,1.4570371590655162,0.06792473188564527
0.8,15,28260336,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.915,1.4660199234327453,0.07980530957465824
0.8,15,28260336,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6155605961421837,0.335,0.12357142857142857,0.9066666666666666,1.4619349972553488,0.0668716631386766
0.8,16,28260337,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.915,1.4763222017171653,0.07170888497851259
0.8,16,28260337,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.9116666666666666,1.475278775063346,0.07260690399313886
0.8,16,28260337,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.9133333333333333,1.4763191457364748,0.06919212644297043
0.8,16,28260337,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.9083333333333333,1.4620686705627755,0.0779474009012909
0.8,16,28260337,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.9083333333333333,1.4656448085337621,0.07712859638620743
0.8,16,28260337,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6299758269810911,0.3357142857142857,0.12071428571428572,0.905,1.458213274188221,0.07734526201364299
0.8,17,28260338,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.8866666666666667,1.3841946099268378,0.07627815721037327
0.8,17,28260338,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.875,1.355583296109448,0.10592744836334841
0.8,17,28260338,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.8616666666666667,1.3492676866928803,0.09280372741819604
0.8,17,28260338,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.8816666666666667,1.3713720569585561,0.08163618620090198
0.8,17,28260338,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.8833333333333333,1.3815132662260607,0.0923415234904617
0.8,17,28260338,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5577554409055825,0.3435714285714286,0.13642857142857143,0.8833333333333333,1.3764471448188935,0.08070539083806555
0.8,18,28260339,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.935,1.454016375298924,0.0737473820137593
0.8,18,28260339,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.93,1.4455102343121347,0.08059932012449597
0.8,18,28260339,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.9266666666666666,1.44175568924589,0.07597892533884608
0.8,18,28260339,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.9266666666666666,1.4420509240129555,0.07940675144875016
0.8,18,28260339,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.93,1.4469959972025268,0.07983775150051134
0.8,18,28260339,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6027534229892948,0.3357142857142857,0.12071428571428572,0.925,1.4409090402768916,0.07637848052082323
0.8,19,28260340,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.905,1.4155192004199082,0.07119242675329387
0.8,19,28260340,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.8966666666666666,1.401479168159532,0.0836060816040548
0.8,19,28260340,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.9083333333333333,1.4220784941431566,0.07054791906694576
0.8,19,28260340,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.8966666666666666,1.409524371201349,0.07394054749790659
0.8,19,28260340,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.9033333333333333,1.4143378392193346,0.07742980444830294
0.8,19,28260340,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5755424549640065,0.3221428571428571,0.12571428571428572,0.9,1.409806122881527,0.0761895710215414
0.8,20,28260341,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.935,1.4529815996314663,0.06898077616952968
0.8,20,28260341,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.8966666666666666,1.415792193896439,0.08561632077746222
0.8,20,28260341,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.905,1.4306700764319777,0.07467955912769593
0.8,20,28260341,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.9016666666666666,1.421745324101567,0.08453999506431911
0.8,20,28260341,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.9016666666666666,1.4235915471992457,0.08189381969695245
0.8,20,28260341,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5951747970946153,0.32285714285714284,0.12928571428571428,0.8966666666666666,1.416712904017699,0.08101564163261775
0.8,21,28260342,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.8733333333333333,1.4351968968936168,0.09509871700826482
0.8,21,28260342,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.895,1.4535748749461617,0.09387607940156131
0.8,21,28260342,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.8783333333333333,1.4428245899950876,0.08903188517536421
0.8,21,28260342,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.8783333333333333,1.4440610842284907,0.08999417673969468
0.8,21,28260342,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.89,1.4455432857800843,0.09871990279972123
0.8,21,28260342,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6092316857543016,0.32071428571428573,0.12428571428571429,0.8783333333333333,1.4442807479734796,0.08825280487630656
0.8,22,28260343,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.9283333333333333,1.517489192109135,0.09859054326562701
0.8,22,28260343,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.9366666666666666,1.5392053709018785,0.09393776326931307
0.8,22,28260343,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.9333333333333333,1.5386903328185657,0.07923531085108668
0.8,22,28260343,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.9333333333333333,1.5295135492245142,0.09178591808212601
0.8,22,28260343,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.935,1.5260105089747578,0.10160983729250761
0.8,22,28260343,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.7007647891678952,0.3335714285714286,0.12928571428571428,0.9283333333333333,1.5241032047091618,0.08636669759892822
0.8,23,28260344,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.9116666666666666,1.4709377460593354,0.06352964778983133
0.8,23,28260344,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.905,1.455987106742471,0.07595365556823651
0.8,23,28260344,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.9116666666666666,1.465947134913841,0.06189216150709
0.8,23,28260344,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.9083333333333333,1.4662935247005824,0.06534554954743814
0.8,23,28260344,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.915,1.4707579522250436,0.06964016334194768
0.8,23,28260344,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6336858620467798,0.33285714285714285,0.11142857142857143,0.9066666666666666,1.4645434403135908,0.06241009612117867
0.8,24,28260345,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.9033333333333333,1.3848953415520928,0.07285672556926606
0.8,24,28260345,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.8833333333333333,1.3407386441281357,0.09693662673772344
0.8,24,28260345,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.8983333333333333,1.3766041933389528,0.0723812949224921
0.8,24,28260345,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.8933333333333333,1.3656405977136012,0.08158218220795259
0.8,24,28260345,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.8966666666666666,1.3712144496784813,0.08201726301735389
0.8,24,28260345,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.538751229821175,0.32,0.13142857142857142,0.8916666666666667,1.365346088609638,0.07740683357160685
0.8,25,28260346,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.8783333333333333,1.3641527347557776,0.07672243418086551
0.8,25,28260346,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.885,1.36934079780516,0.08357051559459681
0.8,25,28260346,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.8866666666666667,1.37197111354317,0.07646520051727053
0.8,25,28260346,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.89,1.376694718653902,0.07095487454457601
0.8,25,28260346,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.89,1.373962120156587,0.0812939368480953
0.8,25,28260346,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5389840803979953,0.32857142857142857,0.13357142857142856,0.89,1.3753605560159543,0.0749133785048606
0.8,26,28260347,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.9083333333333333,1.5311039174819745,0.07691143464804845
0.8,26,28260347,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.8933333333333333,1.5090591174676604,0.09041707272918573
0.8,26,28260347,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.885,1.489341462961995,0.091455170819232
0.8,26,28260347,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.8983333333333333,1.5144859544461533,0.08477173108133222
0.8,26,28260347,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.9033333333333333,1.524025289441612,0.0826879759191328
0.8,26,28260347,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6841374601384647,0.325,0.11642857142857142,0.8933333333333333,1.5146938496685933,0.07955242697164307
0.8,27,28260348,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.8666666666666667,1.4152885096480832,0.1110352826012113
0.8,27,28260348,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.875,1.4214977288478088,0.12185182147440808
0.8,27,28260348,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.8816666666666667,1.4434288455605266,0.09359528581111673
