method_id,method_label,coverage,mean_len,sd_len,setting_id,rep,seed,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,n,test_frac,alpha,B,tau,censor_rate_emp,admin_mass_emp,train_n,test_n,split_support_n,split_fit_n
cp_cox_full,CP + Cox,0.9116666666666666,1.2554227086363117,0.08034696156393047,s007,22,20330434,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.41424635445529,0.4421428571428571,0.10642857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9266666666666666,1.2751781397851054,0.06512673366972546,s007,22,20330434,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.41424635445529,0.4421428571428571,0.10642857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.9166666666666666,1.1556235472812646,0.08383093339084736,s007,23,20330435,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3258221399536023,0.45785714285714285,0.10428571428571429,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.945,1.1870179112838892,0.07864768694626367,s007,23,20330435,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3258221399536023,0.45785714285714285,0.10428571428571429,1400,600,700,700
cp_cox_full,CP + Cox,0.8766666666666667,1.2318991044218732,0.06569067607148188,s007,24,20330436,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3898844692179222,0.45714285714285713,0.12071428571428572,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8883333333333333,1.2425258548183395,0.059605746411286596,s007,24,20330436,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3898844692179222,0.45714285714285713,0.12071428571428572,1400,600,700,700
cp_cox_full,CP + Cox,0.8783333333333333,1.2156710763316498,0.09461678237975286,s007,25,20330437,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4052622574217186,0.46214285714285713,0.105,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.905,1.2460201708888095,0.08322717969993708,s007,25,20330437,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4052622574217186,0.46214285714285713,0.105,1400,600,700,700
cp_cox_full,CP + Cox,0.9033333333333333,1.1757149216374712,0.07706383454894962,s007,26,20330438,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3436495709424576,0.4471428571428571,0.11142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9066666666666666,1.1829450673837594,0.08081729602190356,s007,26,20330438,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3436495709424576,0.4471428571428571,0.11142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.895,1.2182203461446854,0.07564411111409988,s007,27,20330439,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4039478984852576,0.4564285714285714,0.11428571428571428,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8866666666666667,1.21265608485666,0.072283893690476,s007,27,20330439,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4039478984852576,0.4564285714285714,0.11428571428571428,1400,600,700,700
cp_cox_full,CP + Cox,0.9266666666666666,1.141826641918862,0.062183162624717105,s007,28,20330440,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.2802924896607673,0.45357142857142857,0.1,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9283333333333333,1.1413978667195352,0.06926038954549364,s007,28,20330440,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.2802924896607673,0.45357142857142857,0.1,1400,600,700,700
cp_cox_full,CP + Cox,0.9283333333333333,1.3043875257553175,0.0774117433601622,s007,29,20330441,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4641508481407906,0.4542857142857143,0.09428571428571429,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9133333333333333,1.2868980791083193,0.08834061649932308,s007,29,20330441,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.4641508481407906,0.4542857142857143,0.09428571428571429,1400,600,700,700
cp_cox_full,CP + Cox,0.925,1.1993754058306498,0.060181976459135686,s007,30,20330442,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3406619733935223,0.4585714285714286,0.10214285714285715,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9233333333333333,1.2018637061809758,0.05794841715536676,s007,30,20330442,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,2000,0.3,0.1,1500,1.3406619733935223,0.4585714285714286,0.10214285714285715,1400,600,700,700
cp_cox_full,CP + Cox,0.8866666666666667,2.1060807899020824,0.0715959151631088,s008,1,20340413,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2955748850090174,0.36642857142857144,0.027142857142857142,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9033333333333333,2.130528527458409,0.06792101746122155,s008,1,20340413,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2955748850090174,0.36642857142857144,0.027142857142857142,1400,600,700,700
cp_cox_full,CP + Cox,0.91,2.1197357773933363,0.0971552198190355,s008,2,20340414,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2816899733790046,0.37714285714285717,0.030714285714285715,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.895,2.087013328610128,0.11523349343414784,s008,2,20340414,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2816899733790046,0.37714285714285717,0.030714285714285715,1400,600,700,700
cp_cox_full,CP + Cox,0.8816666666666667,2.069673934315989,0.08201527795926165,s008,3,20340415,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2514666448063396,0.38,0.022857142857142857,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.91,2.1043254496677877,0.06409249001163006,s008,3,20340415,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2514666448063396,0.38,0.022857142857142857,1400,600,700,700
cp_cox_full,CP + Cox,0.8883333333333333,2.0497913080435177,0.08476376422432384,s008,4,20340416,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.233437884381536,0.395,0.02642857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.91,2.0692311728946846,0.08019716821759502,s008,4,20340416,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.233437884381536,0.395,0.02642857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.8733333333333333,2.064279627027552,0.08458938515961432,s008,5,20340417,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.246157803845538,0.38785714285714284,0.029285714285714286,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8883333333333333,2.081331573048471,0.07950338585328481,s008,5,20340417,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.246157803845538,0.38785714285714284,0.029285714285714286,1400,600,700,700
cp_cox_full,CP + Cox,0.91,2.068531062552487,0.07013432920886653,s008,6,20340418,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2231518664261505,0.38857142857142857,0.030714285714285715,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8966666666666666,2.05629269213827,0.06430812488632599,s008,6,20340418,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2231518664261505,0.38857142857142857,0.030714285714285715,1400,600,700,700
cp_cox_full,CP + Cox,0.8933333333333333,2.155488439105156,0.07990943114558086,s008,7,20340419,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3352261418327105,0.385,0.030714285714285715,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8916666666666667,2.155949751784891,0.08126295419349641,s008,7,20340419,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3352261418327105,0.385,0.030714285714285715,1400,600,700,700
cp_cox_full,CP + Cox,0.8616666666666667,2.113435586719457,0.09070701087749822,s008,8,20340420,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.327787908182064,0.3821428571428571,0.025,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8866666666666667,2.1534732202175233,0.06661014032350152,s008,8,20340420,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.327787908182064,0.3821428571428571,0.025,1400,600,700,700
cp_cox_full,CP + Cox,0.9016666666666666,2.226544476073164,0.06212310515332202,s008,9,20340421,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3753672130645884,0.37285714285714283,0.025,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.89,2.208467480804345,0.05934028132425679,s008,9,20340421,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3753672130645884,0.37285714285714283,0.025,1400,600,700,700
cp_cox_full,CP + Cox,0.905,2.2015802724770284,0.08160970112812611,s008,10,20340422,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3776489195535917,0.38142857142857145,0.030714285714285715,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8916666666666667,2.1793983288609993,0.08823086994656902,s008,10,20340422,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3776489195535917,0.38142857142857145,0.030714285714285715,1400,600,700,700
cp_cox_full,CP + Cox,0.895,2.076170818741216,0.08060774346483719,s008,11,20340423,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2544009048706513,0.39071428571428574,0.03428571428571429,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.875,2.049118081503497,0.08782948425337747,s008,11,20340423,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2544009048706513,0.39071428571428574,0.03428571428571429,1400,600,700,700
cp_cox_full,CP + Cox,0.8966666666666666,2.1327659262685272,0.08921239046773687,s008,12,20340424,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.300856021382817,0.37285714285714283,0.03142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9083333333333333,2.1489990326593293,0.09022712881705378,s008,12,20340424,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.300856021382817,0.37285714285714283,0.03142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.9116666666666666,2.2002298700245113,0.06592928030256102,s008,13,20340425,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3475190459302646,0.36714285714285716,0.025714285714285714,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8966666666666666,2.1697422150441477,0.0791546785814897,s008,13,20340425,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3475190459302646,0.36714285714285716,0.025714285714285714,1400,600,700,700
cp_cox_full,CP + Cox,0.9083333333333333,2.0318754559416883,0.06871554198343185,s008,14,20340426,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1950872236839025,0.37285714285714283,0.025714285714285714,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8983333333333333,2.0163623081523894,0.07887750712771266,s008,14,20340426,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1950872236839025,0.37285714285714283,0.025714285714285714,1400,600,700,700
cp_cox_full,CP + Cox,0.8733333333333333,2.2155181617212505,0.08106375073733503,s008,15,20340427,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.416247545798342,0.37714285714285717,0.025,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8733333333333333,2.2205420042166915,0.0724941241674738,s008,15,20340427,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.416247545798342,0.37714285714285717,0.025,1400,600,700,700
cp_cox_full,CP + Cox,0.9083333333333333,2.22521800002425,0.07753832993143528,s008,16,20340428,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.379883553172042,0.36857142857142855,0.029285714285714286,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9083333333333333,2.224069620466925,0.08259078878835643,s008,16,20340428,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.379883553172042,0.36857142857142855,0.029285714285714286,1400,600,700,700
cp_cox_full,CP + Cox,0.8766666666666667,2.1898706613584498,0.09546575438204279,s008,17,20340429,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3829137704821672,0.3807142857142857,0.023571428571428573,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.87,2.17781886734995,0.09771034107137896,s008,17,20340429,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3829137704821672,0.3807142857142857,0.023571428571428573,1400,600,700,700
cp_cox_full,CP + Cox,0.925,2.0989291843078832,0.06847055959704415,s008,18,20340430,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2673131767092265,0.38857142857142857,0.029285714285714286,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9166666666666666,2.0872798925481413,0.06618670306695805,s008,18,20340430,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2673131767092265,0.38857142857142857,0.029285714285714286,1400,600,700,700
cp_cox_full,CP + Cox,0.915,2.174612569917374,0.08652530357840164,s008,19,20340431,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3541452300338275,0.38357142857142856,0.03,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9216666666666666,2.188749332810156,0.07461173003733852,s008,19,20340431,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3541452300338275,0.38357142857142856,0.03,1400,600,700,700
cp_cox_full,CP + Cox,0.8666666666666667,2.0444633472763987,0.0878163297775982,s008,20,20340432,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.242821372744907,0.37285714285714283,0.04071428571428572,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8933333333333333,2.077021831087999,0.08306433146355456,s008,20,20340432,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.242821372744907,0.37285714285714283,0.04071428571428572,1400,600,700,700
cp_cox_full,CP + Cox,0.9066666666666666,2.1342492579205588,0.06156029960373264,s008,21,20340433,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2873497009571175,0.40285714285714286,0.032857142857142856,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.905,2.1335620971772187,0.06349518172384633,s008,21,20340433,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2873497009571175,0.40285714285714286,0.032857142857142856,1400,600,700,700
cp_cox_full,CP + Cox,0.9233333333333333,2.0314495509360455,0.05647023114059373,s008,22,20340434,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.176870001868463,0.36857142857142855,0.03428571428571429,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9333333333333333,2.03539036371131,0.06299970632825547,s008,22,20340434,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.176870001868463,0.36857142857142855,0.03428571428571429,1400,600,700,700
cp_cox_full,CP + Cox,0.875,2.083951234702524,0.09343838441243903,s008,23,20340435,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2655562636920834,0.40285714285714286,0.03357142857142857,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9016666666666666,2.1280384708999893,0.06241465722674073,s008,23,20340435,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2655562636920834,0.40285714285714286,0.03357142857142857,1400,600,700,700
cp_cox_full,CP + Cox,0.8833333333333333,2.192851796409928,0.06969350913149855,s008,24,20340436,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3559512524570696,0.34714285714285714,0.023571428571428573,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8866666666666667,2.198564441234075,0.06702638430874992,s008,24,20340436,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3559512524570696,0.34714285714285714,0.023571428571428573,1400,600,700,700
cp_cox_full,CP + Cox,0.925,2.038307419991399,0.07032179374786675,s008,25,20340437,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1924638741174345,0.37,0.027142857142857142,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9216666666666666,2.0321749257717654,0.06872358194501954,s008,25,20340437,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1924638741174345,0.37,0.027142857142857142,1400,600,700,700
cp_cox_full,CP + Cox,0.8716666666666667,2.0938778808057203,0.09850778613312541,s008,26,20340438,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.301860905808422,0.37857142857142856,0.03,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.875,2.1018210437403075,0.09075253870634395,s008,26,20340438,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.301860905808422,0.37857142857142856,0.03,1400,600,700,700
cp_cox_full,CP + Cox,0.905,2.2243338794575833,0.07777504229539386,s008,27,20340439,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3874134383757957,0.4014285714285714,0.02142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8933333333333333,2.210159484775087,0.08090205584608369,s008,27,20340439,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.3874134383757957,0.4014285714285714,0.02142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.8716666666666667,2.0946473575180677,0.0710865427903495,s008,28,20340440,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.262378229427673,0.38571428571428573,0.025,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8783333333333333,2.100488275829386,0.071510071120017,s008,28,20340440,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.262378229427673,0.38571428571428573,0.025,1400,600,700,700
cp_cox_full,CP + Cox,0.9083333333333333,2.0695697420768644,0.06656202414361478,s008,29,20340441,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2252779302440975,0.38142857142857145,0.03142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9116666666666666,2.0712053464522207,0.0677693928990206,s008,29,20340441,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.2252779302440975,0.38142857142857145,0.03142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.91,2.048896862496452,0.07552075229395686,s008,30,20340442,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1981174612554977,0.38642857142857145,0.02642857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8933333333333333,2.026990087564001,0.0776462668600394,s008,30,20340442,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,2000,0.3,0.1,1500,2.1981174612554977,0.38642857142857145,0.02642857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.9066666666666666,3.7824904712279475,0.08007676091487563,s009,1,20350413,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.95011680560258,0.35285714285714287,0.0035714285714285713,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9016666666666666,3.7719003908625655,0.09406791817073487,s009,1,20350413,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.95011680560258,0.35285714285714287,0.0035714285714285713,1400,600,700,700
cp_cox_full,CP + Cox,0.915,3.4724095362933314,0.06681623882084736,s009,2,20350414,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.630357616128984,0.36357142857142855,0.005,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9083333333333333,3.4623709154539584,0.06873738819704485,s009,2,20350414,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.630357616128984,0.36357142857142855,0.005,1400,600,700,700
cp_cox_full,CP + Cox,0.88,3.53891941515701,0.07320829642581957,s009,3,20350415,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.702268491884756,0.36,0.007142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8966666666666666,3.5613527774424343,0.060389053488121854,s009,3,20350415,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.702268491884756,0.36,0.007142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.8916666666666667,3.494031582639193,0.07624900885730437,s009,4,20350416,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.672569213129243,0.34714285714285714,0.005,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9,3.5050862050233396,0.07500271028553879,s009,4,20350416,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.672569213129243,0.34714285714285714,0.005,1400,600,700,700
cp_cox_full,CP + Cox,0.8916666666666667,3.4746237720856543,0.08019825664525615,s009,5,20350417,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6564718022411262,0.3414285714285714,0.0035714285714285713,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9016666666666666,3.485765714930203,0.08229883536330795,s009,5,20350417,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6564718022411262,0.3414285714285714,0.0035714285714285713,1400,600,700,700
cp_cox_full,CP + Cox,0.895,3.471800333678911,0.08260617531795449,s009,6,20350418,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6635612795991634,0.345,0.002142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.885,3.450970124165933,0.09456312333841908,s009,6,20350418,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6635612795991634,0.345,0.002142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.8933333333333333,3.4474650471891986,0.07261354199037377,s009,7,20350419,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6208442281539033,0.3292857142857143,0.002857142857142857,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9066666666666666,3.468580291575765,0.07031236912541332,s009,7,20350419,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6208442281539033,0.3292857142857143,0.002857142857142857,1400,600,700,700
cp_cox_full,CP + Cox,0.8683333333333333,3.5048965880859373,0.07861889854922562,s009,8,20350420,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.680810028786741,0.36,0.0014285714285714286,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.89,3.5244450796580606,0.06669915144131211,s009,8,20350420,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.680810028786741,0.36,0.0014285714285714286,1400,600,700,700
cp_cox_full,CP + Cox,0.9233333333333333,3.6453194238724036,0.06461363513025424,s009,9,20350421,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.795126181248864,0.3464285714285714,0.005714285714285714,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9183333333333333,3.642248640969047,0.0514153571293819,s009,9,20350421,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.795126181248864,0.3464285714285714,0.005714285714285714,1400,600,700,700
cp_cox_full,CP + Cox,0.905,3.457816232348901,0.07580769737647586,s009,10,20350422,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6166369276509474,0.3457142857142857,0.005,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9066666666666666,3.4613518754233343,0.07256715801830747,s009,10,20350422,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.6166369276509474,0.3457142857142857,0.005,1400,600,700,700
cp_cox_full,CP + Cox,0.8883333333333333,3.168270883361049,0.09395044228737995,s009,11,20350423,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.366417045653553,0.33071428571428574,0.002142857142857143,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.9166666666666666,3.2010821748855194,0.0895170918775892,s009,11,20350423,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.366417045653553,0.33071428571428574,0.002142857142857143,1400,600,700,700
cp_cox_full,CP + Cox,0.8666666666666667,3.560445196940122,0.08678395473097265,s009,12,20350424,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.737840179110961,0.3535714285714286,0.004285714285714286,1400,600,700,700
cp_cox_split_support_fit,CP + Cox (Split Support/Fit),0.8766666666666667,3.566174057912218,0.08807757649184067,s009,12,20350424,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,2000,0.3,0.1,1500,3.737840179110961,0.3535714285714286,0.004285714285714286,1400,600,700,700
