setting_id,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,method_id,method_label,n,test_frac,alpha,B,n_rep,tau_mean,coverage_mean,coverage_sd,length_mean,length_sd,censor_rate_emp_mean,admin_mass_emp_mean,tcrit,coverage_se,length_se,coverage_ci_low,coverage_ci_high,length_ci_low,length_ci_high,target_coverage,abs_cov_error
s026,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.7383840118141818,0.9017222222222222,0.016600346978170595,1.4430242952464167,0.034845269045328635,0.38311904761904764,0.040857142857142856,2.0452296421327034,0.003030794834118918,0.006361846626154332,0.8955235507882595,0.9079208936561849,1.430012857947904,1.4560357325449296,0.9,0.0017222222222221806
s027,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,2.355577206129048,0.8950555555555556,0.014871630358755506,2.0524725220880797,0.06087224312562766,0.3601190476190476,0.008523809523809524,2.0452296421327034,0.002715175804789679,0.011113700228615016,0.8895023975159982,0.900608713595113,2.0297424529467394,2.07520259122942,0.9,0.004944444444444418
s028,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.5968428562504924,0.9003888888888889,0.01473705245963237,1.3735314241393517,0.050998606039079186,0.3026190476190476,0.20316666666666666,2.0452296421327034,0.00269060535442588,0.00931102897630762,0.8948859830627361,0.9058917947150417,1.3544882316782507,1.3925746166004527,0.9,3.8888888888888307e-4
s029,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,3.261771881307051,0.9042222222222223,0.015058845832377744,3.03475274786163,0.12455668090481307,0.1722857142857143,0.07092857142857142,2.0452296421327034,0.0027493565174619835,0.022740834606513036,0.8985991567759183,0.9098452876685262,2.9882425188375525,3.0812629768857076,0.9,0.004222222222222238
s030,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,6.235133628632687,0.9026666666666666,0.01674464516681235,6.015256927841768,0.36880293109438506,0.11345238095238096,0.016904761904761905,2.0452296421327034,0.00305713995842766,0.06733389487813937,0.896414113403542,0.9089192199297912,5.87754365011675,6.152970205566786,0.9,0.002666666666666595
s031,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.5722614920205897,0.9005555555555556,0.016372889781454517,1.356608194956736,0.04464830264944694,0.3577619047619048,0.15657142857142858,2.0452296421327034,0.0029892670216161562,0.008151627505139921,0.8944418180346965,0.9066692930764146,1.3399362447515994,1.3732801451618724,0.9,5.555555555555314e-4
s032,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,3.1949844287226266,0.8986111111111111,0.01641816658842148,2.973321141679309,0.12311776435472928,0.24783333333333332,0.04757142857142857,2.0452296421327034,0.0029975333977853603,0.022478125588896898,0.8924804669526778,0.9047417552695445,2.9273482129253154,3.0192940704333027,0.9,0.001388888888888884
s033,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,6.299192660517706,0.8996666666666667,0.015698305055298012,6.078915517259463,0.39689060646027324,0.20488095238095239,0.007952380952380952,2.0452296421327034,0.0028661052644613685,0.07246197934006575,0.8938048232223177,0.9055285101110158,5.930714129185553,6.227116905333373,0.9,3.333333333332966e-4
s034,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.5853542074341338,0.903,0.014928950506261014,1.3734111779840092,0.05912341797640799,0.44711904761904764,0.09488095238095239,2.0452296421327034,0.0027256409840524425,0.010794409900828365,0.8974254382656042,0.9085745617343959,1.3513341308855042,1.3954882250825142,0.9,0.0030000000000000027
s035,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,3.243801404501131,0.9027777777777778,0.015258521476541031,3.0336529526039597,0.12263567304190572,0.3680952380952381,0.01804761904761905,2.0452296421327034,0.0027858121356261856,0.022390108159959985,0.8970801522205821,0.9084754033349735,2.9878600397046524,3.079445865503267,0.9,0.002777777777777768
s036,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,6.2436043868198166,0.9035,0.016036058506185148,6.033624278135438,0.3147902120327849,0.35214285714285715,0.0011190476190476191,2.0452296421327034,0.0029277703257700677,0.057472566670730155,0.8975120373443785,0.9094879626556215,5.916079681171013,6.151168875099863,0.9,0.0034999999999999476
