setting_id,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,method_id,method_label,n,test_frac,alpha,B,n_rep,tau_mean,coverage_mean,coverage_sd,length_mean,length_sd,censor_rate_emp_mean,admin_mass_emp_mean,tcrit,coverage_se,length_se,coverage_ci_low,coverage_ci_high,length_ci_low,length_ci_high,target_coverage,abs_cov_error
s015,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.2,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,5.385627223104458,0.9048888888888889,0.010421512282921841,5.1832026736873384,0.32759616333990477,0.2092857142857143,0.009476190476190477,2.0452296421327034,0.0019026991202244843,0.059810602804470925,0.9009974322481459,0.9087803455296318,5.060876255917809,5.305529091456868,0.9,0.0048888888888888316
s016,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.5232338304956887,0.9012222222222223,0.01847092223121303,1.319004545644253,0.060622775441679023,0.4499761904761905,0.0980952380952381,2.0452296421327034,0.0033723135879863433,0.011068153869325937,0.8943250665095057,0.9081193779349388,1.2963676292670219,1.341641462021484,0.9,0.0012222222222222356
s017,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,2.9126823529413572,0.9072222222222223,0.019770393386616212,2.715201368844965,0.08269591808338209,0.36916666666666664,0.021452380952380952,2.0452296421327034,0.003609563476200218,0.015098139915955917,0.899839836005538,0.9146046084389066,2.6843222055477853,2.746080532142145,0.9,0.007222222222222241
s018,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,5.39062124507999,0.8992222222222223,0.017647752471780548,5.184098114933709,0.30724759282473213,0.35285714285714287,0.0017619047619047618,2.0452296421327034,0.0032220240393539194,0.05609547910975607,0.8926324431492715,0.905812001295173,5.0693699782688,5.298826251598618,0.9,7.777777777777661e-4
s019,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.2354959177481324,0.8973333333333333,0.019873161015189107,0.9397750790165051,0.02932464995321494,0.3129047619047619,0.21221428571428572,2.0452296421327034,0.0036283261923171135,0.005353924090106212,0.8899125730534798,0.9047540936131868,0.9288250747656915,0.9507250832673187,0.9,0.002666666666666706
s020,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.7533478769755357,0.9003888888888889,0.015083949840282674,1.4548509063706752,0.03824687022300421,0.18192857142857144,0.0795952380952381,2.0452296421327034,0.0027539398612664227,0.006982891191704016,0.894756449451976,0.9060213283258018,1.4405692903176148,1.4691325224237355,0.9,3.8888888888888307e-4
s021,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,2.3637093634274913,0.9009444444444444,0.015083949840282673,2.067600504855371,0.074311721324781,0.1275952380952381,0.022571428571428572,2.0452296421327034,0.0027539398612664223,0.013567402018873414,0.8953120050075315,0.9065768838813574,2.03985205207964,2.095348957631102,0.9,9.444444444444144e-4
s022,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.2418166106207027,0.9015555555555556,0.014797051931019831,0.9444551216153417,0.027056723832346398,0.3735,0.17302380952380952,2.0452296421327034,0.0027015597090649796,0.004939859325054583,0.8960302455585845,0.9070808655525266,0.9343519748957745,0.954558268334909,0.9,0.0015555555555555323
s023,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.9,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.7424294460550287,0.8970555555555555,0.013720550722650403,1.4395221734995887,0.03426303456579308,0.2667380952380952,0.06311904761904762,2.0452296421327034,0.0025050183773964777,0.006255545640088031,0.891932217716017,0.9021788933950939,1.4267281461287666,1.4523162008704107,0.9,0.0029444444444445272
s024,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.97,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,2.3474873436729027,0.9037777777777778,0.015979712553179672,2.0528732970503363,0.0716706141093198,0.21592857142857144,0.017357142857142856,2.0452296421327034,0.0029174830092749925,0.013085204019307494,0.89781085504679,0.9097447005087655,2.0261110499166946,2.079635544183978,0.9,0.003777777777777769
s025,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.75,cp_cox_crossfit,CP + Cox (Cross-Fit),2000,0.3,0.1,1500,30,1.2429123005712432,0.9002222222222223,0.014207907067683597,0.9426460227466925,0.029200024925187997,0.46973809523809523,0.12259523809523809,2.0452296421327034,0.0025939970653024616,0.005331170777079522,0.8949169025326604,0.9055275419117841,0.9317425542461378,0.9535494912472472,0.9,2.2222222222223476e-4
