setting_id,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,method_id,method_label,n,test_frac,alpha,B,n_rep,tau_mean,coverage_mean,coverage_sd,length_mean,length_sd,censor_rate_emp_mean,admin_mass_emp_mean,tcrit,coverage_se,length_se,coverage_ci_low,coverage_ci_high,length_ci_low,length_ci_high,target_coverage,abs_cov_error
s027,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.356169341915422,0.8906666666666667,0.01858294030819892,2.043289244375694,0.058765244527318385,0.35973809523809525,0.008595238095238095,2.0452296421327034,0.0033927651971908507,0.010729016674973097,0.8837276827165758,0.8976056506167577,2.021345941441103,2.065232547310285,0.9,0.009333333333333305
s028,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5974722266480221,0.9015,0.018148757385452467,1.380591478860244,0.05184316651163509,0.3026666666666667,0.20345238095238094,2.0452296421327034,0.0033134946035669323,0.009465223916972984,0.8947231426177381,0.9082768573822618,1.3612329223358275,1.3999500353846606,0.9,0.0014999999999999458
s029,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.2609908878947764,0.9032777777777777,0.016943015453844718,3.0298369197082127,0.12707492150248162,0.17252380952380952,0.07083333333333333,2.0452296421327034,0.0030933572520764605,0.023200600333369154,0.8969511518321248,0.9096044037234307,2.9823863641911323,3.077287475225293,0.9,0.003277777777777713
s030,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.1,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,6.221218335146006,0.8991666666666667,0.01777223931927138,5.995612416055293,0.36821812101406365,0.11345238095238096,0.01695238095238095,2.0452296421327034,0.0032447521241817305,0.06722712365385657,0.8925304034409172,0.9058029298924162,5.858117510003105,6.133107322107481,0.9,8.333333333333526e-4
s031,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5712780076063964,0.902,0.016743501055221613,1.3580401711291612,0.05566642662448979,0.35723809523809524,0.15661904761904763,2.0452296421327034,0.0030569310731854765,0.010163252519313073,0.8957478739551645,0.9082521260448355,1.3372539858161823,1.3788263564421401,0.9,0.0020000000000000018
s032,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.1804320212343216,0.8998333333333334,0.018781614471221418,2.960708229545307,0.1331842239131239,0.24771428571428572,0.04754761904761905,2.0452296421327034,0.003429037970751144,0.024316001247012307,0.8928201632315546,0.9068465034351122,2.910976423016782,3.0104400360738324,0.9,1.666666666666483e-4
s033,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,6.3047382035349955,0.8958333333333334,0.0130776490323972,6.075775835584562,0.4145391346834944,0.2053095238095238,0.008023809523809523,2.0452296421327034,0.0023876411247265184,0.07568414501160735,0.8909500589302676,0.9007166077363992,5.920984378767352,6.230567292401771,0.9,0.004166666666666652
s034,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5861832276641308,0.9027222222222222,0.019150959747732208,1.3702278524275748,0.05940500712010899,0.4466904761904762,0.09440476190476191,2.0452296421327034,0.0034964708839021253,0.010845820809479566,0.8955711363276116,0.9098733081168328,1.3480456582147675,1.3924100466403821,0.9,0.0027222222222221815
s035,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.234727532624851,0.9001666666666667,0.01898451678064617,3.0190660122609865,0.12050005987323345,0.367952380952381,0.01819047619047619,2.0452296421327034,0.003466082694698421,0.02200020032443102,0.8930777315973862,0.9072556017359471,2.9740705504246026,3.0640614740973704,0.9,1.666666666666483e-4
s036,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,6.263670292354631,0.8970555555555556,0.01740152002286014,6.042198459205504,0.32245471918823115,0.3511190476190476,0.0010714285714285715,2.0452296421327034,0.0031770683504661044,0.05887190782446271,0.8905577211901007,0.9035533899210105,5.921791888234009,6.162605030176999,0.9,0.0029444444444444162
