setting_id,dgp_id,dgp_label,p,beta_scale,gamma,kappa,cens_target,tau_quantile,method_id,method_label,n,test_frac,alpha,B,n_rep,tau_mean,coverage_mean,coverage_sd,length_mean,length_sd,censor_rate_emp_mean,admin_mass_emp_mean,tcrit,coverage_se,length_se,coverage_ci_low,coverage_ci_high,length_ci_low,length_ci_high,target_coverage,abs_cov_error
s031,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.75,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,1.5712780076063964,0.9002222222222223,0.016163279259606013,1.3572609509150297,0.047211851531953,0.35723809523809524,0.15661904761904763,2.0452296421327034,0.0029509975512472045,0.00861966535521183,0.8941867545565505,0.906257689887894,1.3396317558252862,1.3748901460047733,0.9,2.2222222222223476e-4
s032,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.9,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,3.1804320212343216,0.8979444444444444,0.014801906093818363,2.956374456221422,0.13007318528836675,0.24771428571428572,0.04754761904761905,2.0452296421327034,0.0027024459538858322,0.02374800590299586,0.8924173218732956,0.9034715670155933,2.9078043306070724,3.004944581835771,0.9,0.0020555555555555882
s033,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.2,0.97,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,6.3047382035349955,0.8983888888888889,0.013606985847606383,6.0786259151529896,0.41303988080399445,0.2053095238095238,0.008023809523809523,2.0452296421327034,0.002484284362795856,0.07541041995519761,0.893307956870612,0.9034698209071658,5.924394288934944,6.232857541371035,0.9,0.0016111111111111187
s034,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.75,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,1.5861832276641308,0.9035555555555556,0.015559386501446804,1.3723917988590653,0.06150023498028981,0.4466904761904762,0.09440476190476191,2.0452296421327034,0.0028407423225946006,0.011228355330191004,0.8977455851517242,0.9093655259593869,1.3494272337053599,1.3953563640127706,0.9,0.003555555555555534
s035,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.9,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,3.234727532624851,0.9006666666666666,0.014091925896729906,3.020692616199309,0.12005935713267574,0.367952380952381,0.01819047619047619,2.0452296421327034,0.002572821897443395,0.02191973938037842,0.8954046550580873,0.9059286782752459,2.975861715470735,3.0655235169278825,0.9,6.666666666665932e-4
s036,strong_signal,Stronger covariate effect,3,0.6,1.2,1,0.35,0.97,cp_cox_full,CP + Cox,2000,0.3,0.1,1500,30,6.263670292354631,0.8979444444444444,0.017034354139358596,6.042099065208567,0.3222949173076355,0.3511190476190476,0.0010714285714285715,2.0452296421327034,0.0031100333382194007,0.058842732126218045,0.8915837120730972,0.9043051768157917,5.921752165239951,6.162445965177183,0.9,0.0020555555555555882
s001,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.3736700908000794,0.9007777777777778,0.015614693280126872,1.2001881782564752,0.04509279192576771,0.3065,0.20495238095238094,2.0452296421327034,0.002850839912683274,0.008232779772876599,0.894947155483383,0.9066084000721726,1.1833502530278375,1.2170261034851129,0.9,7.777777777777661e-4
s002,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.2857058984023144,0.901,0.01731829586441778,2.1174676449691114,0.07948776948824104,0.174,0.07654761904761904,2.0452296421327034,0.003161873767496683,0.014512414798160164,0.894533242046034,0.907466757953966,2.087786424044989,2.147148865893234,0.9,0.0010000000000000009
s003,base,Base Weibull PH,3,0.3,1.2,1,0.1,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.633423069754386,0.8981666666666667,0.016919631980635782,3.4667822273331965,0.17307418823750087,0.12088095238095238,0.019642857142857142,2.0452296421327034,0.0030890880334933433,0.03159887900652484,0.8918487722534086,0.9044845610799247,3.402155263330887,3.531409191335506,0.9,0.0018333333333333535
s004,base,Base Weibull PH,3,0.3,1.2,1,0.2,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.3781838295662683,0.9005,0.020038994552671364,1.2037540143618501,0.037671616987921694,0.3635,0.16557142857142856,2.0452296421327034,0.003658603115407084,0.006877864800659844,0.8930173164595704,0.9079826835404295,1.1896872013969595,1.2178208273267408,0.9,4.999999999999449e-4
s005,base,Base Weibull PH,3,0.3,1.2,1,0.2,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.287214895219812,0.9023888888888889,0.017663756718344296,2.1230521890365086,0.07988365538115058,0.25547619047619047,0.0559047619047619,2.0452296421327034,0.0032249460016401995,0.014584693342741708,0.895793133732057,0.9089846440457208,2.0932231418905176,2.1528812361824996,0.9,0.002388888888888885
s006,base,Base Weibull PH,3,0.3,1.2,1,0.2,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.6425804043922616,0.8974444444444445,0.02194443231970177,3.4696955547004227,0.14303608580982213,0.2135,0.012047619047619048,2.0452296421327034,0.004006486864382026,0.026114696911761392,0.8892502587485951,0.9056386301402939,3.416285002481177,3.5231061069196685,0.9,0.002555555555555533
s007,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.369656548348729,0.9038888888888889,0.02239207121123437,1.2058765620448728,0.04465410356129217,0.45380952380952383,0.10695238095238095,2.0452296421327034,0.0040882141705516975,0.008152686601897165,0.8955275520838896,0.9122502256938881,1.1892024457436545,1.222550678346091,0.9,0.0038888888888888307
s008,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.2913978714497447,0.8975,0.01542346075828807,2.120803641616003,0.06310784606374635,0.380547619047619,0.028642857142857144,2.0452296421327034,0.00281592579070337,0.011521863614892493,0.8917407851028074,0.9032592148971925,2.097238784618215,2.144368498613791,0.9,0.0025000000000000577
s009,base,Base Weibull PH,3,0.3,1.2,1,0.35,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,3.6666159552597652,0.9007222222222222,0.013838721657496588,3.500921643065026,0.16314667875188868,0.3516190476190476,0.004666666666666667,2.0452296421327034,0.0025265933396153876,0.029786372044819404,0.8955547586304258,0.9058896858140186,3.4400016720273685,3.5618416141026836,0.9,7.222222222221797e-4
s010,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.1,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5178631221759267,0.8987777777777778,0.017001990718090432,1.3131966463986853,0.04278198114552195,0.3023095238095238,0.20166666666666666,2.0452296421327034,0.003104124612930529,0.00781088537605436,0.8924291301065386,0.905126425449017,1.297221592096278,1.3291717007010926,0.9,0.0012222222222222356
s011,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.1,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.9093000337112036,0.895,0.014771568424391328,2.70233937527911,0.10993508223537804,0.17307142857142857,0.0735,2.0452296421327034,0.002696907078590058,0.020071308133834006,0.8894842057007901,0.9005157942992099,2.661288940927413,2.7433898096308065,0.9,0.0050000000000000044
s012,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.1,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,5.400181145392187,0.8969444444444444,0.020543773158334343,5.190448883905888,0.3335798216312415,0.11897619047619047,0.01730952380952381,2.0452296421327034,0.003750762658362957,0.060903064345326906,0.8892732734749561,0.9046156154139328,5.06588813141011,5.315009636401666,0.9,0.003055555555555589
s013,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.2,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5088459248726556,0.902,0.019095444884203935,1.3018677782957353,0.04844175286945948,0.35983333333333334,0.1611190476190476,2.0452296421327034,0.0034863353028917066,0.008844213590564523,0.8948696436961122,0.9091303563038878,1.2837793304989598,1.3199562260925108,0.9,0.0020000000000000018
s014,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.2,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.903657832522302,0.8979444444444444,0.01315020310241398,2.6998924828706548,0.13284864847415784,0.24721428571428572,0.04823809523809524,2.0452296421327034,0.0024008876249888515,0.024254733834456838,0.8930340779063877,0.9028548109825012,2.650285982270385,2.7494989834709247,0.9,0.0020555555555555882
s015,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.2,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,5.364054264813009,0.9033333333333333,0.014836271180075392,5.159364608318261,0.3406572709642752,0.20866666666666667,0.009404761904761905,2.0452296421327034,0.002708720131530361,0.062195223895094395,0.8977933786280858,0.9088732880385808,5.032161092808933,5.286568123827588,0.9,0.0033333333333332993
s016,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.5263485399802315,0.9015555555555556,0.018481290805405653,1.3249342662399273,0.058674004561930185,0.44985714285714284,0.09847619047619048,2.0452296421327034,0.003374206621977832,0.010712358612576729,0.894654528153606,0.9084565829575051,1.3030250328683297,1.3468434996115248,0.9,0.0015555555555555323
s017,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.908770515268877,0.903,0.018628244529554402,2.7064758914649873,0.08637420065766258,0.3707857142857143,0.021547619047619048,2.0452296421327034,0.003401036578519719,0.01576969936222645,0.8960440991756339,0.9099559008243662,2.6742232348818407,2.738728548048134,0.9,0.0030000000000000027
s018,high_dim,Higher covariate dimension,9,0.3,1.2,1,0.35,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,5.408258669767054,0.9012777777777777,0.019331169782494873,5.203071090905262,0.29059543805866384,0.35285714285714287,0.0017857142857142857,2.0452296421327034,0.003529372584278226,0.053055225510941814,0.8940594003502814,0.908496155205274,5.094560971020249,5.311581210790276,0.9,0.001277777777777711
s019,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.2356430347894765,0.8942222222222223,0.015577843911950166,0.9339948666841241,0.03197085146018784,0.312952380952381,0.212,2.0452296421327034,0.0028441121692898753,0.005837052175797286,0.8884053597080402,0.9000390847364043,0.9220567545515084,0.9459329788167399,0.9,0.005777777777777771
s020,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.7543400273439427,0.8945,0.015023289710195793,1.4488323483313696,0.042718124184469665,0.18176190476190476,0.07976190476190476,2.0452296421327034,0.002742864887403162,0.007799226743380338,0.888890211427918,0.9001097885720819,1.4328811386100941,1.4647835580526452,0.9,0.00550000000000006
s021,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.1,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.368757384728042,0.9017222222222222,0.018101900438604338,2.0724846497597906,0.07336967888926443,0.12721428571428572,0.02269047619047619,2.0452296421327034,0.0033049397346454185,0.013395409388186903,0.8949628615114632,0.9084815829329812,2.045087961410568,2.099881338109013,0.9,0.0017222222222221806
s022,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.243318993466505,0.9011666666666667,0.01805775111908809,0.9418635213694289,0.027595289917998374,0.374047619047619,0.17295238095238094,2.0452296421327034,0.003296879208579568,0.005038187589660865,0.8944237915827488,0.9079095417505846,0.9315592707684294,0.9521677719704283,0.9,0.0011666666666666492
s023,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.7435210073203504,0.8977777777777778,0.016407953714068498,1.4411118476246558,0.0362560324025719,0.26626190476190476,0.06321428571428571,2.0452296421327034,0.002995668790565329,0.006619415597508951,0.8916509471693017,0.9039046083862539,1.427573622631035,1.4546500726182767,0.9,0.0022222222222222365
s024,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.2,0.97,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,2.3439067563139493,0.9037222222222222,0.018511068105353124,2.0487601379095204,0.0765520883464254,0.21683333333333332,0.017404761904761906,2.0452296421327034,0.0033796431882721074,0.013976435203821849,0.8968100757937362,0.9106343686507082,2.020175118339317,2.0773451574797237,0.9,0.0037222222222221824
s025,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.75,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.2424866655510667,0.901,0.01783062069819104,0.9485931598479119,0.03275368763716979,0.47085714285714286,0.12238095238095238,2.0452296421327034,0.003255411056905916,0.005979977853451993,0.8943419368090895,0.9076580631909106,0.9363627318827348,0.9608235878130891,0.9,0.0010000000000000009
s026,high_shape,Higher Weibull shape,3,0.3,1.8,1,0.35,0.9,cp_cox_split_support_fit,CP + Cox (Split Support/Fit),2000,0.3,0.1,1500,30,1.7397599721975776,0.8975555555555556,0.017631462068176826,1.4374361049843067,0.034239219755527475,0.383,0.04057142857142857,2.0452296421327034,0.0032190498321790456,0.006251197670492972,0.8909718594192807,0.9041392516918304,1.4246509702097836,1.4502212397588299,0.9,0.0024444444444444713
