method_id,method_label,coverage,mean_len,sd_len,scenario_id,scenario_label,rep,seed,tau_quantile,tau,n,test_frac,p,beta_scale,sigma,cens_target,alpha,B,n_folds,censor_rate_emp,admin_mass_emp
cp_cox_full,CP + Cox,0.8966666666666666,1.7943066634072549,0.19926946030742618,aft_lognormal_linear,Log-Normal AFT (Linear),17,29260431,0.8,2.231795901569653,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32857142857142857,0.11857142857142858
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9016666666666666,1.81002054953568,0.19025251200555243,aft_lognormal_linear,Log-Normal AFT (Linear),17,29260431,0.8,2.231795901569653,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32857142857142857,0.11857142857142858
cp_cox_full,CP + Cox,0.9283333333333333,1.70430973884394,0.1893320912237313,aft_lognormal_linear,Log-Normal AFT (Linear),18,29260432,0.8,2.11093360466043,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3221428571428571,0.12785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9166666666666666,1.663813115374308,0.21812611619505218,aft_lognormal_linear,Log-Normal AFT (Linear),18,29260432,0.8,2.11093360466043,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3221428571428571,0.12785714285714286
cp_cox_full,CP + Cox,0.9033333333333333,1.6381889419455875,0.1751558322990624,aft_lognormal_linear,Log-Normal AFT (Linear),19,29260433,0.8,2.0428897008451115,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32142857142857145,0.12285714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8866666666666667,1.6039301755557818,0.19385400178076662,aft_lognormal_linear,Log-Normal AFT (Linear),19,29260433,0.8,2.0428897008451115,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32142857142857145,0.12285714285714286
cp_cox_full,CP + Cox,0.9016666666666666,1.747345114092529,0.1719722864217243,aft_lognormal_linear,Log-Normal AFT (Linear),20,29260434,0.8,2.1816798809668136,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32357142857142857,0.1442857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8983333333333333,1.7385225050143662,0.17750848835545657,aft_lognormal_linear,Log-Normal AFT (Linear),20,29260434,0.8,2.1816798809668136,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32357142857142857,0.1442857142857143
cp_cox_full,CP + Cox,0.8783333333333333,1.566760647903952,0.20510313176408773,aft_lognormal_linear,Log-Normal AFT (Linear),21,29260435,0.8,2.0233260391490107,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.31285714285714283,0.12071428571428572
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,1.5940442293960857,0.1882290007463925,aft_lognormal_linear,Log-Normal AFT (Linear),21,29260435,0.8,2.0233260391490107,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.31285714285714283,0.12071428571428572
cp_cox_full,CP + Cox,0.8483333333333334,1.6574589125082428,0.22572736667704796,aft_lognormal_linear,Log-Normal AFT (Linear),22,29260436,0.8,2.123109938154345,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3514285714285714,0.145
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8433333333333334,1.655375297192057,0.22714717253850175,aft_lognormal_linear,Log-Normal AFT (Linear),22,29260436,0.8,2.123109938154345,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3514285714285714,0.145
cp_cox_full,CP + Cox,0.9016666666666666,1.6812225978867648,0.1792362303859324,aft_lognormal_linear,Log-Normal AFT (Linear),23,29260437,0.8,2.090628119211941,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3142857142857143,0.12214285714285714
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,1.6354688608187977,0.20474523137870476,aft_lognormal_linear,Log-Normal AFT (Linear),23,29260437,0.8,2.090628119211941,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3142857142857143,0.12214285714285714
cp_cox_full,CP + Cox,0.885,1.635946360832032,0.20888259110876525,aft_lognormal_linear,Log-Normal AFT (Linear),24,29260438,0.8,2.1133164246461007,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.31285714285714283,0.13071428571428573
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9233333333333333,1.7022346678949147,0.17032778923853392,aft_lognormal_linear,Log-Normal AFT (Linear),24,29260438,0.8,2.1133164246461007,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.31285714285714283,0.13071428571428573
cp_cox_full,CP + Cox,0.9,1.771024539240727,0.1722096301256134,aft_lognormal_linear,Log-Normal AFT (Linear),25,29260439,0.8,2.201552406860767,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.34214285714285714,0.14
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9033333333333333,1.7771981132059218,0.16834714405226844,aft_lognormal_linear,Log-Normal AFT (Linear),25,29260439,0.8,2.201552406860767,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.34214285714285714,0.14
cp_cox_full,CP + Cox,0.895,1.690554196924287,0.17385067932899256,aft_lognormal_linear,Log-Normal AFT (Linear),26,29260440,0.8,2.1052691424506427,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3392857142857143,0.13214285714285715
cp_cox_crossfit,CP + Cox (Cross-Fit),0.89,1.6866899791250785,0.17601169306917352,aft_lognormal_linear,Log-Normal AFT (Linear),26,29260440,0.8,2.1052691424506427,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3392857142857143,0.13214285714285715
cp_cox_full,CP + Cox,0.8883333333333333,1.6928877431555596,0.22478233094858452,aft_lognormal_linear,Log-Normal AFT (Linear),27,29260441,0.8,2.132493578824064,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.35,0.13285714285714287
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8933333333333333,1.6992227091260703,0.21960425769583455,aft_lognormal_linear,Log-Normal AFT (Linear),27,29260441,0.8,2.132493578824064,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.35,0.13285714285714287
cp_cox_full,CP + Cox,0.91,1.5860336980726657,0.18279202255162927,aft_lognormal_linear,Log-Normal AFT (Linear),28,29260442,0.8,2.0166880004767975,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3292857142857143,0.135
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9183333333333333,1.6071297497517856,0.16917166782296275,aft_lognormal_linear,Log-Normal AFT (Linear),28,29260442,0.8,2.0166880004767975,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.3292857142857143,0.135
cp_cox_full,CP + Cox,0.9083333333333333,1.670281851242571,0.1511546471271339,aft_lognormal_linear,Log-Normal AFT (Linear),29,29260443,0.8,2.0591690211653924,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32071428571428573,0.12642857142857142
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8966666666666666,1.6372315567404325,0.16644027538762735,aft_lognormal_linear,Log-Normal AFT (Linear),29,29260443,0.8,2.0591690211653924,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.32071428571428573,0.12642857142857142
cp_cox_full,CP + Cox,0.91,1.604385878684687,0.17553644302813626,aft_lognormal_linear,Log-Normal AFT (Linear),30,29260444,0.8,2.02028679545751,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.335,0.12714285714285714
cp_cox_crossfit,CP + Cox (Cross-Fit),0.915,1.6126715052871805,0.1704705481450776,aft_lognormal_linear,Log-Normal AFT (Linear),30,29260444,0.8,2.02028679545751,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.335,0.12714285714285714
cp_cox_full,CP + Cox,0.915,2.7646305910394005,0.19252357385862887,aft_lognormal_linear,Log-Normal AFT (Linear),1,30260415,0.9,3.2096247582363064,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2735714285714286,0.065
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9166666666666666,2.778394049649662,0.18293111510417012,aft_lognormal_linear,Log-Normal AFT (Linear),1,30260415,0.9,3.2096247582363064,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2735714285714286,0.065
cp_cox_full,CP + Cox,0.8783333333333333,2.61989150537518,0.1487396879694205,aft_lognormal_linear,Log-Normal AFT (Linear),2,30260416,0.9,3.042274997202074,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26857142857142857,0.05785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8816666666666667,2.6382982513320834,0.1398862827778872,aft_lognormal_linear,Log-Normal AFT (Linear),2,30260416,0.9,3.042274997202074,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26857142857142857,0.05785714285714286
cp_cox_full,CP + Cox,0.9366666666666666,2.5279050021143012,0.20369886965616846,aft_lognormal_linear,Log-Normal AFT (Linear),3,30260417,0.9,2.9475761920311316,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.245,0.056428571428571425
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9366666666666666,2.528384300001,0.20339126788579695,aft_lognormal_linear,Log-Normal AFT (Linear),3,30260417,0.9,2.9475761920311316,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.245,0.056428571428571425
cp_cox_full,CP + Cox,0.8833333333333333,2.5138280652438945,0.16809734493954354,aft_lognormal_linear,Log-Normal AFT (Linear),4,30260418,0.9,2.939857131177371,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.27,0.05785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8766666666666667,2.5100345887180135,0.17120640295330047,aft_lognormal_linear,Log-Normal AFT (Linear),4,30260418,0.9,2.939857131177371,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.27,0.05785714285714286
cp_cox_full,CP + Cox,0.9033333333333333,2.6559534369311337,0.19478616890083217,aft_lognormal_linear,Log-Normal AFT (Linear),5,30260419,0.9,3.104928841590438,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25285714285714284,0.06642857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,2.677815241890659,0.18214899473570956,aft_lognormal_linear,Log-Normal AFT (Linear),5,30260419,0.9,3.104928841590438,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25285714285714284,0.06642857142857143
cp_cox_full,CP + Cox,0.9116666666666666,2.5276070126990082,0.17196316406570972,aft_lognormal_linear,Log-Normal AFT (Linear),6,30260420,0.9,2.933151342411087,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.275,0.05142857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,2.498532057483136,0.18965468222769027,aft_lognormal_linear,Log-Normal AFT (Linear),6,30260420,0.9,2.933151342411087,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.275,0.05142857142857143
cp_cox_full,CP + Cox,0.9183333333333333,2.515348207568782,0.20668718376747303,aft_lognormal_linear,Log-Normal AFT (Linear),7,30260421,0.9,2.947415132954514,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2714285714285714,0.05071428571428571
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9333333333333333,2.539634093707491,0.19145978586971635,aft_lognormal_linear,Log-Normal AFT (Linear),7,30260421,0.9,2.947415132954514,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2714285714285714,0.05071428571428571
cp_cox_full,CP + Cox,0.9316666666666666,2.7470083067983584,0.20172487199523104,aft_lognormal_linear,Log-Normal AFT (Linear),8,30260422,0.9,3.196668778871275,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26285714285714284,0.04642857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9266666666666666,2.7304975447584874,0.21147497487147854,aft_lognormal_linear,Log-Normal AFT (Linear),8,30260422,0.9,3.196668778871275,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26285714285714284,0.04642857142857143
cp_cox_full,CP + Cox,0.915,2.5254837691968777,0.17122464424012435,aft_lognormal_linear,Log-Normal AFT (Linear),9,30260423,0.9,2.9415783172538363,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24714285714285714,0.05857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.925,2.554500254753665,0.15511394679284785,aft_lognormal_linear,Log-Normal AFT (Linear),9,30260423,0.9,2.9415783172538363,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24714285714285714,0.05857142857142857
cp_cox_full,CP + Cox,0.905,2.669202815029647,0.20857952006615704,aft_lognormal_linear,Log-Normal AFT (Linear),10,30260424,0.9,3.120502192532301,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26142857142857145,0.06142857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,2.671645596518861,0.2070284007324251,aft_lognormal_linear,Log-Normal AFT (Linear),10,30260424,0.9,3.120502192532301,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26142857142857145,0.06142857142857143
cp_cox_full,CP + Cox,0.8933333333333333,2.8481617463750184,0.15794689318312832,aft_lognormal_linear,Log-Normal AFT (Linear),11,30260425,0.9,3.284819623136416,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.23,0.041428571428571426
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,2.861218224411613,0.1509331481792203,aft_lognormal_linear,Log-Normal AFT (Linear),11,30260425,0.9,3.284819623136416,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.23,0.041428571428571426
cp_cox_full,CP + Cox,0.8966666666666666,2.688553256204088,0.18807299898744628,aft_lognormal_linear,Log-Normal AFT (Linear),12,30260426,0.9,3.1261968982249697,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2507142857142857,0.05928571428571429
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8883333333333333,2.6715094981088736,0.19810422681117687,aft_lognormal_linear,Log-Normal AFT (Linear),12,30260426,0.9,3.1261968982249697,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2507142857142857,0.05928571428571429
cp_cox_full,CP + Cox,0.9033333333333333,2.452401164667694,0.18046765497400938,aft_lognormal_linear,Log-Normal AFT (Linear),13,30260427,0.9,2.8918519201131887,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26857142857142857,0.06714285714285714
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9383333333333334,2.508780497246152,0.15311237047421708,aft_lognormal_linear,Log-Normal AFT (Linear),13,30260427,0.9,2.8918519201131887,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26857142857142857,0.06714285714285714
cp_cox_full,CP + Cox,0.9166666666666666,2.796420650567996,0.13717266545465004,aft_lognormal_linear,Log-Normal AFT (Linear),14,30260428,0.9,3.1800341635541747,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24714285714285714,0.06285714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9166666666666666,2.79806040668459,0.1364340394837371,aft_lognormal_linear,Log-Normal AFT (Linear),14,30260428,0.9,3.1800341635541747,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24714285714285714,0.06285714285714286
cp_cox_full,CP + Cox,0.8883333333333333,2.5611741578677925,0.15898124606551942,aft_lognormal_linear,Log-Normal AFT (Linear),15,30260429,0.9,2.974138002399314,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24428571428571427,0.05357142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.88,2.5344266875435606,0.17285117926990662,aft_lognormal_linear,Log-Normal AFT (Linear),15,30260429,0.9,2.974138002399314,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24428571428571427,0.05357142857142857
cp_cox_full,CP + Cox,0.89,2.6707052965616405,0.24612390108265372,aft_lognormal_linear,Log-Normal AFT (Linear),16,30260430,0.9,3.139177894949945,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24857142857142858,0.056428571428571425
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8966666666666666,2.6863260480578557,0.23745068762990182,aft_lognormal_linear,Log-Normal AFT (Linear),16,30260430,0.9,3.139177894949945,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24857142857142858,0.056428571428571425
cp_cox_full,CP + Cox,0.865,2.6448418482054095,0.18846386133809512,aft_lognormal_linear,Log-Normal AFT (Linear),17,30260431,0.9,3.0913069520772916,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26571428571428574,0.052142857142857144
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9033333333333333,2.6899102641003445,0.15849531275416426,aft_lognormal_linear,Log-Normal AFT (Linear),17,30260431,0.9,3.0913069520772916,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26571428571428574,0.052142857142857144
cp_cox_full,CP + Cox,0.895,2.5452315541714343,0.16890033725316023,aft_lognormal_linear,Log-Normal AFT (Linear),18,30260432,0.9,2.994631403447799,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26785714285714285,0.05357142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,2.5739316240076486,0.15279623701963743,aft_lognormal_linear,Log-Normal AFT (Linear),18,30260432,0.9,2.994631403447799,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.26785714285714285,0.05357142857142857
cp_cox_full,CP + Cox,0.9183333333333333,2.6284766035407032,0.16203516349696168,aft_lognormal_linear,Log-Normal AFT (Linear),19,30260433,0.9,3.046278947110931,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2557142857142857,0.06285714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9183333333333333,2.62919492863239,0.1615788118123366,aft_lognormal_linear,Log-Normal AFT (Linear),19,30260433,0.9,3.046278947110931,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2557142857142857,0.06285714285714286
cp_cox_full,CP + Cox,0.8933333333333333,2.5046464581385024,0.19600334671580008,aft_lognormal_linear,Log-Normal AFT (Linear),20,30260434,0.9,2.9673420454957165,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.275,0.05857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,2.507447626465439,0.1943951123749701,aft_lognormal_linear,Log-Normal AFT (Linear),20,30260434,0.9,2.9673420454957165,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.275,0.05857142857142857
cp_cox_full,CP + Cox,0.865,2.657466892671598,0.19493729351947695,aft_lognormal_linear,Log-Normal AFT (Linear),21,30260435,0.9,3.1146254945761176,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2664285714285714,0.05857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8733333333333333,2.683881361756302,0.18036539438316287,aft_lognormal_linear,Log-Normal AFT (Linear),21,30260435,0.9,3.1146254945761176,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2664285714285714,0.05857142857142857
cp_cox_full,CP + Cox,0.9116666666666666,2.6454807014103787,0.21041221544419375,aft_lognormal_linear,Log-Normal AFT (Linear),22,30260436,0.9,3.0997919674775583,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2592857142857143,0.04928571428571429
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,2.6388272019583687,0.21444237139564662,aft_lognormal_linear,Log-Normal AFT (Linear),22,30260436,0.9,3.0997919674775583,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2592857142857143,0.04928571428571429
cp_cox_full,CP + Cox,0.8933333333333333,2.690872039116819,0.2267155092831574,aft_lognormal_linear,Log-Normal AFT (Linear),23,30260437,0.9,3.1592604059557123,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.27071428571428574,0.06714285714285714
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9116666666666666,2.73790732926844,0.19634262789536872,aft_lognormal_linear,Log-Normal AFT (Linear),23,30260437,0.9,3.1592604059557123,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.27071428571428574,0.06714285714285714
cp_cox_full,CP + Cox,0.91,2.739714534365854,0.15235096266509077,aft_lognormal_linear,Log-Normal AFT (Linear),24,30260438,0.9,3.1554143436752806,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25,0.05785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,2.7623018437262634,0.14144818720218263,aft_lognormal_linear,Log-Normal AFT (Linear),24,30260438,0.9,3.1554143436752806,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25,0.05785714285714286
cp_cox_full,CP + Cox,0.9016666666666666,2.563951108614992,0.16969370422582913,aft_lognormal_linear,Log-Normal AFT (Linear),25,30260439,0.9,2.9816557121040073,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25785714285714284,0.05928571428571429
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,2.5597221885820036,0.17232693737349178,aft_lognormal_linear,Log-Normal AFT (Linear),25,30260439,0.9,2.9816557121040073,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25785714285714284,0.05928571428571429
cp_cox_full,CP + Cox,0.9166666666666666,2.5728663469305286,0.16723717457739265,aft_lognormal_linear,Log-Normal AFT (Linear),26,30260440,0.9,2.983854678064014,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2507142857142857,0.04928571428571429
cp_cox_crossfit,CP + Cox (Cross-Fit),0.895,2.5334439002926525,0.1895930769585215,aft_lognormal_linear,Log-Normal AFT (Linear),26,30260440,0.9,2.983854678064014,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2507142857142857,0.04928571428571429
cp_cox_full,CP + Cox,0.9033333333333333,2.6873818426942306,0.19248609377149348,aft_lognormal_linear,Log-Normal AFT (Linear),27,30260441,0.9,3.122036120574519,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24857142857142858,0.05071428571428571
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8916666666666667,2.668439780481577,0.20438030143086958,aft_lognormal_linear,Log-Normal AFT (Linear),27,30260441,0.9,3.122036120574519,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24857142857142858,0.05071428571428571
cp_cox_full,CP + Cox,0.9183333333333333,2.6303802904174076,0.16420852285906326,aft_lognormal_linear,Log-Normal AFT (Linear),28,30260442,0.9,3.075275691557462,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24928571428571428,0.055
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,2.6391017155244123,0.15936029043917269,aft_lognormal_linear,Log-Normal AFT (Linear),28,30260442,0.9,3.075275691557462,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.24928571428571428,0.055
cp_cox_full,CP + Cox,0.9166666666666666,2.5473111059087152,0.14754315225582543,aft_lognormal_linear,Log-Normal AFT (Linear),29,30260443,0.9,2.958671052129793,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.28,0.05785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.92,2.5588042778071953,0.14133779760848436,aft_lognormal_linear,Log-Normal AFT (Linear),29,30260443,0.9,2.958671052129793,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.28,0.05785714285714286
cp_cox_full,CP + Cox,0.9066666666666666,2.854965598803034,0.1469600576384635,aft_lognormal_linear,Log-Normal AFT (Linear),30,30260444,0.9,3.2345678596031364,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25214285714285717,0.05785714285714286
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9,2.834838572433977,0.15953427998594674,aft_lognormal_linear,Log-Normal AFT (Linear),30,30260444,0.9,3.2345678596031364,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.25214285714285717,0.05785714285714286
cp_cox_full,CP + Cox,0.9166666666666666,6.2811335494389695,0.1669120480286534,aft_lognormal_linear,Log-Normal AFT (Linear),1,31160415,0.99,6.6981056327144595,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2,7.142857142857143e-4
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9216666666666666,6.292359420605966,0.16169618839776423,aft_lognormal_linear,Log-Normal AFT (Linear),1,31160415,0.99,6.6981056327144595,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.2,7.142857142857143e-4
cp_cox_full,CP + Cox,0.89,7.175605519011776,0.15642631588394193,aft_lognormal_linear,Log-Normal AFT (Linear),2,31160416,0.99,7.602883022979353,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.19428571428571428,0.002857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8766666666666667,7.1585151290422235,0.1650912805996667,aft_lognormal_linear,Log-Normal AFT (Linear),2,31160416,0.99,7.602883022979353,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.19428571428571428,0.002857142857142857
cp_cox_full,CP + Cox,0.9066666666666666,7.149298721491873,0.17791124305885675,aft_lognormal_linear,Log-Normal AFT (Linear),3,31160417,0.99,7.567487635371361,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.185,0.002142857142857143
cp_cox_crossfit,CP + Cox (Cross-Fit),0.885,7.099901759954024,0.2064912873372296,aft_lognormal_linear,Log-Normal AFT (Linear),3,31160417,0.99,7.567487635371361,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.185,0.002142857142857143
cp_cox_full,CP + Cox,0.9,7.55433848589315,0.16337259576326724,aft_lognormal_linear,Log-Normal AFT (Linear),4,31160418,0.99,7.966076023680017,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.20357142857142857,0.002857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.8966666666666666,7.543548626271906,0.1694022264573533,aft_lognormal_linear,Log-Normal AFT (Linear),4,31160418,0.99,7.966076023680017,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.20357142857142857,0.002857142857142857
cp_cox_full,CP + Cox,0.9166666666666666,7.2331622263742625,0.1562700170401444,aft_lognormal_linear,Log-Normal AFT (Linear),5,31160419,0.99,7.675894075932157,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.20642857142857143,7.142857142857143e-4
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9133333333333333,7.223595858033226,0.16116756137704508,aft_lognormal_linear,Log-Normal AFT (Linear),5,31160419,0.99,7.675894075932157,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.20642857142857143,7.142857142857143e-4
cp_cox_full,CP + Cox,0.875,6.64325539128695,0.19883080578044582,aft_lognormal_linear,Log-Normal AFT (Linear),6,31160420,0.99,7.072262530172148,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.21,0.002857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.88,6.6484470938825,0.19560583769516604,aft_lognormal_linear,Log-Normal AFT (Linear),6,31160420,0.99,7.072262530172148,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.21,0.002857142857142857
cp_cox_full,CP + Cox,0.9066666666666666,7.167099393144601,0.15722798400862148,aft_lognormal_linear,Log-Normal AFT (Linear),7,31160421,0.99,7.569089244699305,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.21714285714285714,0.002857142857142857
cp_cox_crossfit,CP + Cox (Cross-Fit),0.9066666666666666,7.167057070447288,0.15724191521033098,aft_lognormal_linear,Log-Normal AFT (Linear),7,31160421,0.99,7.569089244699305,2000,0.3,3,0.3,0.7,0.2,0.1,1500,5,0.21714285714285714,0.002857142857142857
