method_id,method_label,coverage,mean_len,sd_len,scenario_id,scenario_label,rep,seed,tau_quantile,tau,n,test_frac,p,beta_scale,sigma,cens_target,alpha,B,split_frac,censor_rate_emp,admin_mass_emp
cp_cox_full,CP + Cox,0.895,1.6163819248785671,0.16588937116759148,aft_lognormal_linear,Log-Normal AFT (Linear),19,20440434,0.8,2.0385221081190084,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3271428571428571,0.1357142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.8983333333333333,1.6336376888591058,0.15820940610850592,aft_lognormal_linear,Log-Normal AFT (Linear),19,20440434,0.8,2.0385221081190084,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3271428571428571,0.1357142857142857
cp_cox_full,CP + Cox,0.9083333333333333,1.6612537533735137,0.2046535757978828,aft_lognormal_linear,Log-Normal AFT (Linear),20,20440435,0.8,2.0948550123557066,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3335714285714286,0.13428571428571429
cp_cox_halfsplit,CP + Cox (Half-Split),0.9116666666666666,1.6741649588512755,0.19639436300291346,aft_lognormal_linear,Log-Normal AFT (Linear),20,20440435,0.8,2.0948550123557066,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3335714285714286,0.13428571428571429
cp_cox_full,CP + Cox,0.88,1.6001145815322464,0.19065507315433425,aft_lognormal_linear,Log-Normal AFT (Linear),21,20440436,0.8,2.0157053535850045,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.35428571428571426,0.13428571428571429
cp_cox_halfsplit,CP + Cox (Half-Split),0.8583333333333333,1.5474804947974028,0.24431399866261047,aft_lognormal_linear,Log-Normal AFT (Linear),21,20440436,0.8,2.0157053535850045,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.35428571428571426,0.13428571428571429
cp_cox_full,CP + Cox,0.8733333333333333,1.6966609229405352,0.17091207271309744,aft_lognormal_linear,Log-Normal AFT (Linear),22,20440437,0.8,2.128700289952415,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3242857142857143,0.13071428571428573
cp_cox_halfsplit,CP + Cox (Half-Split),0.88,1.6998081573906187,0.17594190523148162,aft_lognormal_linear,Log-Normal AFT (Linear),22,20440437,0.8,2.128700289952415,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3242857142857143,0.13071428571428573
cp_cox_full,CP + Cox,0.9183333333333333,1.665736711475832,0.1892230296646037,aft_lognormal_linear,Log-Normal AFT (Linear),23,20440438,0.8,2.0885934845055885,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3221428571428571,0.12785714285714286
cp_cox_halfsplit,CP + Cox (Half-Split),0.9233333333333333,1.676968020774892,0.19400990582650907,aft_lognormal_linear,Log-Normal AFT (Linear),23,20440438,0.8,2.0885934845055885,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3221428571428571,0.12785714285714286
cp_cox_full,CP + Cox,0.8916666666666667,1.5361706172569376,0.1745284516696668,aft_lognormal_linear,Log-Normal AFT (Linear),24,20440439,0.8,1.975014007330437,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3485714285714286,0.12428571428571429
cp_cox_halfsplit,CP + Cox (Half-Split),0.8933333333333333,1.5338146678074713,0.18741974307870635,aft_lognormal_linear,Log-Normal AFT (Linear),24,20440439,0.8,1.975014007330437,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3485714285714286,0.12428571428571429
cp_cox_full,CP + Cox,0.8933333333333333,1.6592199359468043,0.1676546010778825,aft_lognormal_linear,Log-Normal AFT (Linear),25,20440440,0.8,2.0754222990670828,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3435714285714286,0.14285714285714285
cp_cox_halfsplit,CP + Cox (Half-Split),0.8883333333333333,1.6575363404850858,0.15219928459799484,aft_lognormal_linear,Log-Normal AFT (Linear),25,20440440,0.8,2.0754222990670828,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3435714285714286,0.14285714285714285
cp_cox_full,CP + Cox,0.91,1.76646422333473,0.1764773218482507,aft_lognormal_linear,Log-Normal AFT (Linear),26,20440441,0.8,2.172960179049512,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3364285714285714,0.13357142857142856
cp_cox_halfsplit,CP + Cox (Half-Split),0.8916666666666667,1.7250178385110746,0.22528746818543163,aft_lognormal_linear,Log-Normal AFT (Linear),26,20440441,0.8,2.172960179049512,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3364285714285714,0.13357142857142856
cp_cox_full,CP + Cox,0.8833333333333333,1.5966716447527523,0.14789316532888835,aft_lognormal_linear,Log-Normal AFT (Linear),27,20440442,0.8,1.9933867648322483,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3514285714285714,0.13857142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.8716666666666667,1.5858690822700663,0.14351155197707588,aft_lognormal_linear,Log-Normal AFT (Linear),27,20440442,0.8,1.9933867648322483,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3514285714285714,0.13857142857142857
cp_cox_full,CP + Cox,0.8716666666666667,1.7097119688860543,0.22014983919546996,aft_lognormal_linear,Log-Normal AFT (Linear),28,20440443,0.8,2.1559384999686086,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3464285714285714,0.15142857142857144
cp_cox_halfsplit,CP + Cox (Half-Split),0.8333333333333334,1.6535391994546127,0.27658932534468317,aft_lognormal_linear,Log-Normal AFT (Linear),28,20440443,0.8,2.1559384999686086,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3464285714285714,0.15142857142857144
cp_cox_full,CP + Cox,0.9116666666666666,1.729602595825065,0.19019418194721147,aft_lognormal_linear,Log-Normal AFT (Linear),29,20440444,0.8,2.151057366909738,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3192857142857143,0.13357142857142856
cp_cox_halfsplit,CP + Cox (Half-Split),0.9166666666666666,1.749304012431874,0.17084955322524728,aft_lognormal_linear,Log-Normal AFT (Linear),29,20440444,0.8,2.151057366909738,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.3192857142857143,0.13357142857142856
cp_cox_full,CP + Cox,0.8983333333333333,1.6609072124962017,0.1488056732768999,aft_lognormal_linear,Log-Normal AFT (Linear),30,20440445,0.8,2.0793848080885677,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.335,0.11928571428571429
cp_cox_halfsplit,CP + Cox (Half-Split),0.88,1.626531218689401,0.17299303762997667,aft_lognormal_linear,Log-Normal AFT (Linear),30,20440445,0.8,2.0793848080885677,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.335,0.11928571428571429
cp_cox_full,CP + Cox,0.8866666666666667,2.5219743307757394,0.16120375862500377,aft_lognormal_linear,Log-Normal AFT (Linear),1,20450416,0.9,2.968826189232314,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26071428571428573,0.055714285714285716
cp_cox_halfsplit,CP + Cox (Half-Split),0.8683333333333333,2.48347478790654,0.18403262801459136,aft_lognormal_linear,Log-Normal AFT (Linear),1,20450416,0.9,2.968826189232314,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26071428571428573,0.055714285714285716
cp_cox_full,CP + Cox,0.89,2.734607498960944,0.17870425121078506,aft_lognormal_linear,Log-Normal AFT (Linear),2,20450417,0.9,3.157968893042049,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.28214285714285714,0.06571428571428571
cp_cox_halfsplit,CP + Cox (Half-Split),0.8733333333333333,2.7048610318864896,0.1935413401654516,aft_lognormal_linear,Log-Normal AFT (Linear),2,20450417,0.9,3.157968893042049,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.28214285714285714,0.06571428571428571
cp_cox_full,CP + Cox,0.8966666666666666,2.5561139594824125,0.17771782788065776,aft_lognormal_linear,Log-Normal AFT (Linear),3,20450418,0.9,2.9849481367416577,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.28,0.05142857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.8766666666666667,2.5184252773819167,0.21414162334933753,aft_lognormal_linear,Log-Normal AFT (Linear),3,20450418,0.9,2.9849481367416577,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.28,0.05142857142857143
cp_cox_full,CP + Cox,0.9033333333333333,2.841768350205657,0.20513531124173498,aft_lognormal_linear,Log-Normal AFT (Linear),4,20450419,0.9,3.3095939182240697,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.23285714285714285,0.04642857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.9083333333333333,2.8426738444796884,0.22318308333612671,aft_lognormal_linear,Log-Normal AFT (Linear),4,20450419,0.9,3.3095939182240697,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.23285714285714285,0.04642857142857143
cp_cox_full,CP + Cox,0.8983333333333333,2.6663373872200515,0.18257010567394516,aft_lognormal_linear,Log-Normal AFT (Linear),5,20450420,0.9,3.0852687698489643,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.265,0.055
cp_cox_halfsplit,CP + Cox (Half-Split),0.9333333333333333,2.730410744856964,0.14648478232731976,aft_lognormal_linear,Log-Normal AFT (Linear),5,20450420,0.9,3.0852687698489643,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.265,0.055
cp_cox_full,CP + Cox,0.8733333333333333,2.635601040585824,0.23574356756490722,aft_lognormal_linear,Log-Normal AFT (Linear),6,20450421,0.9,3.1060717215244855,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05857142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.8866666666666667,2.6521963574449754,0.22987710816287968,aft_lognormal_linear,Log-Normal AFT (Linear),6,20450421,0.9,3.1060717215244855,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05857142857142857
cp_cox_full,CP + Cox,0.8833333333333333,2.6408258280070473,0.16563246370494775,aft_lognormal_linear,Log-Normal AFT (Linear),7,20450422,0.9,3.067225562803328,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26071428571428573,0.05142857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.9183333333333333,2.696410909212749,0.15016761429447723,aft_lognormal_linear,Log-Normal AFT (Linear),7,20450422,0.9,3.067225562803328,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26071428571428573,0.05142857142857143
cp_cox_full,CP + Cox,0.91,2.6609580472473535,0.14902470532332526,aft_lognormal_linear,Log-Normal AFT (Linear),8,20450423,0.9,3.050303300070275,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05142857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.8733333333333333,2.5980139101209674,0.20732356086945747,aft_lognormal_linear,Log-Normal AFT (Linear),8,20450423,0.9,3.050303300070275,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05142857142857143
cp_cox_full,CP + Cox,0.9016666666666666,2.4714589662400925,0.21615136752495098,aft_lognormal_linear,Log-Normal AFT (Linear),9,20450424,0.9,2.9142053702757873,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2692857142857143,0.056428571428571425
cp_cox_halfsplit,CP + Cox (Half-Split),0.895,2.4720522611666107,0.21331852895758896,aft_lognormal_linear,Log-Normal AFT (Linear),9,20450424,0.9,2.9142053702757873,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2692857142857143,0.056428571428571425
cp_cox_full,CP + Cox,0.9283333333333333,2.7766456730019775,0.1933363135078098,aft_lognormal_linear,Log-Normal AFT (Linear),10,20450425,0.9,3.2113535755112883,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2507142857142857,0.060714285714285714
cp_cox_halfsplit,CP + Cox (Half-Split),0.9266666666666666,2.762751877594439,0.21529663556665793,aft_lognormal_linear,Log-Normal AFT (Linear),10,20450425,0.9,3.2113535755112883,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2507142857142857,0.060714285714285714
cp_cox_full,CP + Cox,0.88,2.779834782475573,0.24153079537980512,aft_lognormal_linear,Log-Normal AFT (Linear),11,20450426,0.9,3.2597623798715882,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.27,0.05285714285714286
cp_cox_halfsplit,CP + Cox (Half-Split),0.8816666666666667,2.8011121824674645,0.21626934305758355,aft_lognormal_linear,Log-Normal AFT (Linear),11,20450426,0.9,3.2597623798715882,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.27,0.05285714285714286
cp_cox_full,CP + Cox,0.8966666666666666,2.6941715780258884,0.16175966062784114,aft_lognormal_linear,Log-Normal AFT (Linear),12,20450427,0.9,3.101241701149758,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26857142857142857,0.05714285714285714
cp_cox_halfsplit,CP + Cox (Half-Split),0.905,2.7076471455510593,0.14618640448416556,aft_lognormal_linear,Log-Normal AFT (Linear),12,20450427,0.9,3.101241701149758,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26857142857142857,0.05714285714285714
cp_cox_full,CP + Cox,0.905,2.445414445315027,0.16843179491152385,aft_lognormal_linear,Log-Normal AFT (Linear),13,20450428,0.9,2.8423818346208836,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26285714285714284,0.054285714285714284
cp_cox_halfsplit,CP + Cox (Half-Split),0.8766666666666667,2.3932115610604043,0.1951596510376466,aft_lognormal_linear,Log-Normal AFT (Linear),13,20450428,0.9,2.8423818346208836,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26285714285714284,0.054285714285714284
cp_cox_full,CP + Cox,0.9016666666666666,2.530035202777157,0.21055648429935878,aft_lognormal_linear,Log-Normal AFT (Linear),14,20450429,0.9,2.983340492618418,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26,0.055
cp_cox_halfsplit,CP + Cox (Half-Split),0.8833333333333333,2.466719252103753,0.2696982609528341,aft_lognormal_linear,Log-Normal AFT (Linear),14,20450429,0.9,2.983340492618418,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26,0.055
cp_cox_full,CP + Cox,0.9183333333333333,2.4824437041677134,0.13508413203406933,aft_lognormal_linear,Log-Normal AFT (Linear),15,20450430,0.9,2.8612483834335944,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26357142857142857,0.05357142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.9216666666666666,2.480174241300626,0.14562002259863205,aft_lognormal_linear,Log-Normal AFT (Linear),15,20450430,0.9,2.8612483834335944,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.26357142857142857,0.05357142857142857
cp_cox_full,CP + Cox,0.9033333333333333,2.751499319070282,0.18852298231117,aft_lognormal_linear,Log-Normal AFT (Linear),16,20450431,0.9,3.178639070588073,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2392857142857143,0.055714285714285716
cp_cox_halfsplit,CP + Cox (Half-Split),0.91,2.764294454012107,0.17207852063311704,aft_lognormal_linear,Log-Normal AFT (Linear),16,20450431,0.9,3.178639070588073,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2392857142857143,0.055714285714285716
cp_cox_full,CP + Cox,0.8916666666666667,2.697510897317633,0.20034514466120654,aft_lognormal_linear,Log-Normal AFT (Linear),17,20450432,0.9,3.1537117858301853,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.052142857142857144
cp_cox_halfsplit,CP + Cox (Half-Split),0.8966666666666666,2.7096199937279617,0.192287862221054,aft_lognormal_linear,Log-Normal AFT (Linear),17,20450432,0.9,3.1537117858301853,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.052142857142857144
cp_cox_full,CP + Cox,0.8966666666666666,2.583324718436356,0.1864292745483401,aft_lognormal_linear,Log-Normal AFT (Linear),18,20450433,0.9,3.0030149568484084,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24785714285714286,0.06
cp_cox_halfsplit,CP + Cox (Half-Split),0.91,2.625228220040788,0.14122137836891688,aft_lognormal_linear,Log-Normal AFT (Linear),18,20450433,0.9,3.0030149568484084,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24785714285714286,0.06
cp_cox_full,CP + Cox,0.885,2.596481310156452,0.1374757462021128,aft_lognormal_linear,Log-Normal AFT (Linear),19,20450434,0.9,3.006854744169795,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24785714285714286,0.062142857142857146
cp_cox_halfsplit,CP + Cox (Half-Split),0.8833333333333333,2.570923213187461,0.17390841166184207,aft_lognormal_linear,Log-Normal AFT (Linear),19,20450434,0.9,3.006854744169795,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24785714285714286,0.062142857142857146
cp_cox_full,CP + Cox,0.8766666666666667,2.5123168827121862,0.2558398754470875,aft_lognormal_linear,Log-Normal AFT (Linear),20,20450435,0.9,2.9984637178963767,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2592857142857143,0.062142857142857146
cp_cox_halfsplit,CP + Cox (Half-Split),0.9,2.583148914205633,0.19577243843511427,aft_lognormal_linear,Log-Normal AFT (Linear),20,20450435,0.9,2.9984637178963767,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2592857142857143,0.062142857142857146
cp_cox_full,CP + Cox,0.9316666666666666,2.757386498874617,0.1755997321244697,aft_lognormal_linear,Log-Normal AFT (Linear),21,20450436,0.9,3.1703035481419306,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.27,0.054285714285714284
cp_cox_halfsplit,CP + Cox (Half-Split),0.94,2.7570890978965026,0.19768779625915325,aft_lognormal_linear,Log-Normal AFT (Linear),21,20450436,0.9,3.1703035481419306,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.27,0.054285714285714284
cp_cox_full,CP + Cox,0.905,2.7868641987267324,0.1699545845017639,aft_lognormal_linear,Log-Normal AFT (Linear),22,20450437,0.9,3.2110634212850306,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.255,0.054285714285714284
cp_cox_halfsplit,CP + Cox (Half-Split),0.9083333333333333,2.7857668853104562,0.1809061854004031,aft_lognormal_linear,Log-Normal AFT (Linear),22,20450437,0.9,3.2110634212850306,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.255,0.054285714285714284
cp_cox_full,CP + Cox,0.91,2.4923016922289354,0.16595992753626015,aft_lognormal_linear,Log-Normal AFT (Linear),23,20450438,0.9,2.9086504126869825,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2692857142857143,0.05285714285714286
cp_cox_halfsplit,CP + Cox (Half-Split),0.905,2.48221157361611,0.1748064767187904,aft_lognormal_linear,Log-Normal AFT (Linear),23,20450438,0.9,2.9086504126869825,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2692857142857143,0.05285714285714286
cp_cox_full,CP + Cox,0.9383333333333334,2.6294417730466404,0.16247289315813254,aft_lognormal_linear,Log-Normal AFT (Linear),24,20450439,0.9,3.011821310128596,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2571428571428571,0.05714285714285714
cp_cox_halfsplit,CP + Cox (Half-Split),0.9233333333333333,2.599166115827692,0.17728671939202906,aft_lognormal_linear,Log-Normal AFT (Linear),24,20450439,0.9,3.011821310128596,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2571428571428571,0.05714285714285714
cp_cox_full,CP + Cox,0.91,2.565548601797212,0.16629443445453065,aft_lognormal_linear,Log-Normal AFT (Linear),25,20450440,0.9,2.9880948069195603,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.25285714285714284,0.05071428571428571
cp_cox_halfsplit,CP + Cox (Half-Split),0.875,2.5032710894332943,0.21753524524160672,aft_lognormal_linear,Log-Normal AFT (Linear),25,20450440,0.9,2.9880948069195603,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.25285714285714284,0.05071428571428571
cp_cox_full,CP + Cox,0.92,2.5842651409632715,0.15379503110570505,aft_lognormal_linear,Log-Normal AFT (Linear),26,20450441,0.9,3.014187885025409,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24,0.055714285714285716
cp_cox_halfsplit,CP + Cox (Half-Split),0.8916666666666667,2.525852111484215,0.18179929992080174,aft_lognormal_linear,Log-Normal AFT (Linear),26,20450441,0.9,3.014187885025409,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24,0.055714285714285716
cp_cox_full,CP + Cox,0.885,2.6502414980483735,0.19155026924407856,aft_lognormal_linear,Log-Normal AFT (Linear),27,20450442,0.9,3.0810707286595,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24928571428571428,0.05
cp_cox_halfsplit,CP + Cox (Half-Split),0.86,2.610618970254979,0.2127319501163497,aft_lognormal_linear,Log-Normal AFT (Linear),27,20450442,0.9,3.0810707286595,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24928571428571428,0.05
cp_cox_full,CP + Cox,0.88,2.6043493817255015,0.14148048530704457,aft_lognormal_linear,Log-Normal AFT (Linear),28,20450443,0.9,3.009807327734229,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.275,0.060714285714285714
cp_cox_halfsplit,CP + Cox (Half-Split),0.8816666666666667,2.606631021670146,0.15184112012756246,aft_lognormal_linear,Log-Normal AFT (Linear),28,20450443,0.9,3.009807327734229,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.275,0.060714285714285714
cp_cox_full,CP + Cox,0.915,2.660468304113142,0.16862496301416574,aft_lognormal_linear,Log-Normal AFT (Linear),29,20450444,0.9,3.0736926725068385,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24642857142857144,0.054285714285714284
cp_cox_halfsplit,CP + Cox (Half-Split),0.9416666666666667,2.7173129427045217,0.1394297275554749,aft_lognormal_linear,Log-Normal AFT (Linear),29,20450444,0.9,3.0736926725068385,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.24642857142857144,0.054285714285714284
cp_cox_full,CP + Cox,0.8833333333333333,2.500047042253305,0.19112908673044254,aft_lognormal_linear,Log-Normal AFT (Linear),30,20450445,0.9,2.943130997503296,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05071428571428571
cp_cox_halfsplit,CP + Cox (Half-Split),0.8966666666666666,2.5316349100095525,0.16319255715705835,aft_lognormal_linear,Log-Normal AFT (Linear),30,20450445,0.9,2.943130997503296,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.2557142857142857,0.05071428571428571
cp_cox_full,CP + Cox,0.9,8.059646449277018,0.16822002753803617,aft_lognormal_linear,Log-Normal AFT (Linear),1,20459416,0.99,8.495114836243562,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21357142857142858,0.005
cp_cox_halfsplit,CP + Cox (Half-Split),0.9133333333333333,8.085362442708812,0.15164999921354994,aft_lognormal_linear,Log-Normal AFT (Linear),1,20459416,0.99,8.495114836243562,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21357142857142858,0.005
cp_cox_full,CP + Cox,0.8983333333333333,6.7892735685290315,0.15620445443868886,aft_lognormal_linear,Log-Normal AFT (Linear),2,20459417,0.99,7.214002262663048,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21714285714285714,0.0014285714285714286
cp_cox_halfsplit,CP + Cox (Half-Split),0.8966666666666666,6.7886732274323895,0.15456552344756266,aft_lognormal_linear,Log-Normal AFT (Linear),2,20459417,0.99,7.214002262663048,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21714285714285714,0.0014285714285714286
cp_cox_full,CP + Cox,0.8833333333333333,8.03621139758643,0.1663770845898968,aft_lognormal_linear,Log-Normal AFT (Linear),3,20459418,0.99,8.45651344869481,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.20714285714285716,0.002142857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.89,8.047476088709113,0.1521146604476447,aft_lognormal_linear,Log-Normal AFT (Linear),3,20459418,0.99,8.45651344869481,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.20714285714285716,0.002142857142857143
cp_cox_full,CP + Cox,0.8733333333333333,6.865601429020799,0.1579121750431051,aft_lognormal_linear,Log-Normal AFT (Linear),4,20459419,0.99,7.290608514440676,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21428571428571427,0.002142857142857143
cp_cox_halfsplit,CP + Cox (Half-Split),0.8883333333333333,6.885645559768034,0.14259088387459415,aft_lognormal_linear,Log-Normal AFT (Linear),4,20459419,0.99,7.290608514440676,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21428571428571427,0.002142857142857143
cp_cox_full,CP + Cox,0.9,6.981729044700869,0.19002789591135372,aft_lognormal_linear,Log-Normal AFT (Linear),5,20459420,0.99,7.416309869527755,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.22,0.002857142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.89,6.972011915781232,0.21446914077781207,aft_lognormal_linear,Log-Normal AFT (Linear),5,20459420,0.99,7.416309869527755,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.22,0.002857142857142857
cp_cox_full,CP + Cox,0.9083333333333333,6.836843355115605,0.1940640845579764,aft_lognormal_linear,Log-Normal AFT (Linear),6,20459421,0.99,7.264919861071074,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.19785714285714287,0.002857142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.8933333333333333,6.78000279617968,0.25142415530169654,aft_lognormal_linear,Log-Normal AFT (Linear),6,20459421,0.99,7.264919861071074,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.19785714285714287,0.002857142857142857
cp_cox_full,CP + Cox,0.8866666666666667,7.231215876601781,0.17203829369103515,aft_lognormal_linear,Log-Normal AFT (Linear),7,20459422,0.99,7.661257614272769,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.185,0.0035714285714285713
cp_cox_halfsplit,CP + Cox (Half-Split),0.9016666666666666,7.271842924126049,0.14215856439389477,aft_lognormal_linear,Log-Normal AFT (Linear),7,20459422,0.99,7.661257614272769,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.185,0.0035714285714285713
cp_cox_full,CP + Cox,0.9083333333333333,7.087841861340714,0.17891061401953692,aft_lognormal_linear,Log-Normal AFT (Linear),8,20459423,0.99,7.529535112630516,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21214285714285713,0.002857142857142857
cp_cox_halfsplit,CP + Cox (Half-Split),0.925,7.12210256087968,0.17083934391805944,aft_lognormal_linear,Log-Normal AFT (Linear),8,20459423,0.99,7.529535112630516,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.21214285714285713,0.002857142857142857
cp_cox_full,CP + Cox,0.89,6.814242632762108,0.23340653577964093,aft_lognormal_linear,Log-Normal AFT (Linear),9,20459424,0.99,7.30035257180869,2000,0.3,3,0.3,0.7,0.2,0.1,1500,0.5,0.205,0.002857142857142857
